"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Finland (FI)","Actual Total Load [MW] - Finland (FI)"
"15.11.2023 16:45 - 15.11.2023 17:00","11280","11131"
"15.11.2023 17:00 - 15.11.2023 17:15","11256","11209"
"15.11.2023 17:15 - 15.11.2023 17:30","11244","11199"
"15.11.2023 17:30 - 15.11.2023 17:45","11237","11237"
"15.11.2023 17:45 - 15.11.2023 18:00","11238","11177"
"15.11.2023 18:00 - 15.11.2023 18:15","11256","11137"
"15.11.2023 18:15 - 15.11.2023 18:30","11249","11207"
"15.11.2023 18:30 - 15.11.2023 18:45","11225","11106"
"15.11.2023 18:45 - 15.11.2023 19:00","11199","11121"
"15.11.2023 19:00 - 15.11.2023 19:15","11173","10941"
"15.11.2023 19:15 - 15.11.2023 19:30","11123","11031"
"15.11.2023 19:30 - 15.11.2023 19:45","11065","10962"
"15.11.2023 19:45 - 15.11.2023 20:00","10960","10874"
"15.11.2023 20:00 - 15.11.2023 20:15","10777","10762"
"15.11.2023 20:15 - 15.11.2023 20:30","10686","10579"
"15.11.2023 20:30 - 15.11.2023 20:45","10644","10573"
"15.11.2023 20:45 - 15.11.2023 21:00","10653","10403"
"15.11.2023 21:00 - 15.11.2023 21:15","10758","10563"
"15.11.2023 21:15 - 15.11.2023 21:30","10778","10624"
"15.11.2023 21:30 - 15.11.2023 21:45","10750","10634"
"15.11.2023 21:45 - 15.11.2023 22:00","10711","10755"
"15.11.2023 22:00 - 15.11.2023 22:15","10647","10716"
"15.11.2023 22:15 - 15.11.2023 22:30","10581","10565"
"15.11.2023 22:30 - 15.11.2023 22:45","10516","10399"
"15.11.2023 22:45 - 15.11.2023 23:00","10413","10365"
"15.11.2023 23:00 - 15.11.2023 23:15","10245","10308"
"15.11.2023 23:15 - 15.11.2023 23:30","10154","10237"
"15.11.2023 23:30 - 15.11.2023 23:45","10115","10045"
"15.11.2023 23:45 - 16.11.2023 00:00","10090","10040"
"16.11.2023 00:00 - 16.11.2023 00:15","9761","9979"
"16.11.2023 00:15 - 16.11.2023 00:30","9755","9958"
"16.11.2023 00:30 - 16.11.2023 00:45","9744","9880"
"16.11.2023 00:45 - 16.11.2023 01:00","9720","9818"
"16.11.2023 01:00 - 16.11.2023 01:15","9673","9847"
"16.11.2023 01:15 - 16.11.2023 01:30","9646","9808"
"16.11.2023 01:30 - 16.11.2023 01:45","9631","9758"
"16.11.2023 01:45 - 16.11.2023 02:00","9616","9732"
"16.11.2023 02:00 - 16.11.2023 02:15","9600","9746"
"16.11.2023 02:15 - 16.11.2023 02:30","9596","9762"
"16.11.2023 02:30 - 16.11.2023 02:45","9602","9694"
"16.11.2023 02:45 - 16.11.2023 03:00","9610","9646"
"16.11.2023 03:00 - 16.11.2023 03:15","9616","9670"
"16.11.2023 03:15 - 16.11.2023 03:30","9644","9788"
"16.11.2023 03:30 - 16.11.2023 03:45","9692","9856"
"16.11.2023 03:45 - 16.11.2023 04:00","9745","9847"
"16.11.2023 04:00 - 16.11.2023 04:15","9797","9933"
"16.11.2023 04:15 - 16.11.2023 04:30","9885","9995"
"16.11.2023 04:30 - 16.11.2023 04:45","9975","10138"
"16.11.2023 04:45 - 16.11.2023 05:00","10129","10251"
"16.11.2023 05:00 - 16.11.2023 05:15","10359","10524"
"16.11.2023 05:15 - 16.11.2023 05:30","10521","10679"
"16.11.2023 05:30 - 16.11.2023 05:45","10641","10776"
"16.11.2023 05:45 - 16.11.2023 06:00","10760","10873"
"16.11.2023 06:00 - 16.11.2023 06:15","10872","10930"
"16.11.2023 06:15 - 16.11.2023 06:30","10958","11002"
"16.11.2023 06:30 - 16.11.2023 06:45","11026","11160"
"16.11.2023 06:45 - 16.11.2023 07:00","11069","11133"
"16.11.2023 07:00 - 16.11.2023 07:15","11078","11125"
"16.11.2023 07:15 - 16.11.2023 07:30","11095","11105"
"16.11.2023 07:30 - 16.11.2023 07:45","11114","10986"
"16.11.2023 07:45 - 16.11.2023 08:00","11119","11073"
"16.11.2023 08:00 - 16.11.2023 08:15","11106","11108"
"16.11.2023 08:15 - 16.11.2023 08:30","11102","11079"
"16.11.2023 08:30 - 16.11.2023 08:45","11102","11050"
"16.11.2023 08:45 - 16.11.2023 09:00","11099","11038"
"16.11.2023 09:00 - 16.11.2023 09:15","11096","11042"
"16.11.2023 09:15 - 16.11.2023 09:30","11090","11022"
"16.11.2023 09:30 - 16.11.2023 09:45","11083","11020"
"16.11.2023 09:45 - 16.11.2023 10:00","11073","11031"
"16.11.2023 10:00 - 16.11.2023 10:15","11057","11051"
"16.11.2023 10:15 - 16.11.2023 10:30","11046","11041"
"16.11.2023 10:30 - 16.11.2023 10:45","11038","11030"
"16.11.2023 10:45 - 16.11.2023 11:00","11034","10967"
"16.11.2023 11:00 - 16.11.2023 11:15","11039","10930"
"16.11.2023 11:15 - 16.11.2023 11:30","11032","10955"
"16.11.2023 11:30 - 16.11.2023 11:45","11019","10890"
"16.11.2023 11:45 - 16.11.2023 12:00","10998","10839"
"16.11.2023 12:00 - 16.11.2023 12:15","10961","10838"
"16.11.2023 12:15 - 16.11.2023 12:30","10939","10873"
"16.11.2023 12:30 - 16.11.2023 12:45","10928","10817"
"16.11.2023 12:45 - 16.11.2023 13:00","10916","10763"
"16.11.2023 13:00 - 16.11.2023 13:15","10899","10870"
"16.11.2023 13:15 - 16.11.2023 13:30","10899","10901"
"16.11.2023 13:30 - 16.11.2023 13:45","10911","10941"
"16.11.2023 13:45 - 16.11.2023 14:00","10930","10923"
"16.11.2023 14:00 - 16.11.2023 14:15","10958","10926"
"16.11.2023 14:15 - 16.11.2023 14:30","10994","10964"
"16.11.2023 14:30 - 16.11.2023 14:45","11033","10936"
"16.11.2023 14:45 - 16.11.2023 15:00","11093","10968"
"16.11.2023 15:00 - 16.11.2023 15:15","11187","10989"
"16.11.2023 15:15 - 16.11.2023 15:30","11245","11055"
"16.11.2023 15:30 - 16.11.2023 15:45","11282","11205"
"16.11.2023 15:45 - 16.11.2023 16:00","11311","11151"
"16.11.2023 16:00 - 16.11.2023 16:15","11326","11145"
"16.11.2023 16:15 - 16.11.2023 16:30","11340","11106"
"16.11.2023 16:30 - 16.11.2023 16:45","11352","11101"
"16.11.2023 16:45 - 16.11.2023 17:00","11350","11096"
"16.11.2023 17:00 - 16.11.2023 17:15","11332","11117"
"16.11.2023 17:15 - 16.11.2023 17:30","11324","11051"
"16.11.2023 17:30 - 16.11.2023 17:45","11321","11039"
"16.11.2023 17:45 - 16.11.2023 18:00","11323","11077"
"16.11.2023 18:00 - 16.11.2023 18:15","11340","11069"
"16.11.2023 18:15 - 16.11.2023 18:30","11335","11081"
"16.11.2023 18:30 - 16.11.2023 18:45","11312","11023"
"16.11.2023 18:45 - 16.11.2023 19:00","11287","10982"
"16.11.2023 19:00 - 16.11.2023 19:15","11260","11019"
"16.11.2023 19:15 - 16.11.2023 19:30","11213","10954"
"16.11.2023 19:30 - 16.11.2023 19:45","11158","10883"
"16.11.2023 19:45 - 16.11.2023 20:00","11060","10752"
"16.11.2023 20:00 - 16.11.2023 20:15","10889","10775"
"16.11.2023 20:15 - 16.11.2023 20:30","10804","10682"
"16.11.2023 20:30 - 16.11.2023 20:45","10765","10507"
"16.11.2023 20:45 - 16.11.2023 21:00","10774","10329"
"16.11.2023 21:00 - 16.11.2023 21:15","10873","10548"
"16.11.2023 21:15 - 16.11.2023 21:30","10893","10670"
"16.11.2023 21:30 - 16.11.2023 21:45","10866","10657"
"16.11.2023 21:45 - 16.11.2023 22:00","10827","10653"
"16.11.2023 22:00 - 16.11.2023 22:15","10757","10622"
"16.11.2023 22:15 - 16.11.2023 22:30","10695","10521"
"16.11.2023 22:30 - 16.11.2023 22:45","10639","10415"
"16.11.2023 22:45 - 16.11.2023 23:00","10555","10304"
"16.11.2023 23:00 - 16.11.2023 23:15","10424","10305"
"16.11.2023 23:15 - 16.11.2023 23:30","10352","10304"
"16.11.2023 23:30 - 16.11.2023 23:45","10320","10210"
"16.11.2023 23:45 - 17.11.2023 00:00","10301","10137"
"17.11.2023 00:00 - 17.11.2023 00:15","9960","10071"
"17.11.2023 00:15 - 17.11.2023 00:30","9955","10042"
"17.11.2023 00:30 - 17.11.2023 00:45","9946","9959"
"17.11.2023 00:45 - 17.11.2023 01:00","9926","9904"
"17.11.2023 01:00 - 17.11.2023 01:15","9887","9863"
"17.11.2023 01:15 - 17.11.2023 01:30","9866","9821"
"17.11.2023 01:30 - 17.11.2023 01:45","9856","9867"
"17.11.2023 01:45 - 17.11.2023 02:00","9844","9852"
"17.11.2023 02:00 - 17.11.2023 02:15","9844","9872"
"17.11.2023 02:15 - 17.11.2023 02:30","9844","9838"
"17.11.2023 02:30 - 17.11.2023 02:45","9853","9819"
"17.11.2023 02:45 - 17.11.2023 03:00","9859","9836"
"17.11.2023 03:00 - 17.11.2023 03:15","9856","9889"
"17.11.2023 03:15 - 17.11.2023 03:30","9882","9985"
"17.11.2023 03:30 - 17.11.2023 03:45","9933","9964"
"17.11.2023 03:45 - 17.11.2023 04:00","9993","10032"
"17.11.2023 04:00 - 17.11.2023 04:15","10061","10112"
"17.11.2023 04:15 - 17.11.2023 04:30","10156","10081"
"17.11.2023 04:30 - 17.11.2023 04:45","10265","10248"
"17.11.2023 04:45 - 17.11.2023 05:00","10420","10349"
"17.11.2023 05:00 - 17.11.2023 05:15","10646","10549"
"17.11.2023 05:15 - 17.11.2023 05:30","10805","10731"
"17.11.2023 05:30 - 17.11.2023 05:45","10923","10947"
"17.11.2023 05:45 - 17.11.2023 06:00","11037","11082"
"17.11.2023 06:00 - 17.11.2023 06:15","11138","11123"
"17.11.2023 06:15 - 17.11.2023 06:30","11220","11239"
"17.11.2023 06:30 - 17.11.2023 06:45","11286","11348"
"17.11.2023 06:45 - 17.11.2023 07:00","11331","11401"
"17.11.2023 07:00 - 17.11.2023 07:15","11350","11343"
"17.11.2023 07:15 - 17.11.2023 07:30","11369","11325"
"17.11.2023 07:30 - 17.11.2023 07:45","11387","11259"
"17.11.2023 07:45 - 17.11.2023 08:00","11387","11294"
"17.11.2023 08:00 - 17.11.2023 08:15","11365","11245"
"17.11.2023 08:15 - 17.11.2023 08:30","11356","11303"
"17.11.2023 08:30 - 17.11.2023 08:45","11352","11226"
"17.11.2023 08:45 - 17.11.2023 09:00","11349","11223"
"17.11.2023 09:00 - 17.11.2023 09:15","11353","11235"
"17.11.2023 09:15 - 17.11.2023 09:30","11345","11253"
"17.11.2023 09:30 - 17.11.2023 09:45","11331","11252"
"17.11.2023 09:45 - 17.11.2023 10:00","11307","11185"
"17.11.2023 10:00 - 17.11.2023 10:15","11263","11203"
"17.11.2023 10:15 - 17.11.2023 10:30","11238","11209"
"17.11.2023 10:30 - 17.11.2023 10:45","11223","11152"
"17.11.2023 10:45 - 17.11.2023 11:00","11215","11163"
"17.11.2023 11:00 - 17.11.2023 11:15","11223","11147"
"17.11.2023 11:15 - 17.11.2023 11:30","11217","11109"
"17.11.2023 11:30 - 17.11.2023 11:45","11203","11147"
"17.11.2023 11:45 - 17.11.2023 12:00","11183","11199"
"17.11.2023 12:00 - 17.11.2023 12:15","11149","11239"
"17.11.2023 12:15 - 17.11.2023 12:30","11129","11122"
"17.11.2023 12:30 - 17.11.2023 12:45","11118","11011"
"17.11.2023 12:45 - 17.11.2023 13:00","11106","11021"
"17.11.2023 13:00 - 17.11.2023 13:15","11092","10994"
"17.11.2023 13:15 - 17.11.2023 13:30","11091","11003"
"17.11.2023 13:30 - 17.11.2023 13:45","11099","10949"
"17.11.2023 13:45 - 17.11.2023 14:00","11114","11005"
"17.11.2023 14:00 - 17.11.2023 14:15","11127","11071"
"17.11.2023 14:15 - 17.11.2023 14:30","11156","11052"
"17.11.2023 14:30 - 17.11.2023 14:45","11184","11034"
"17.11.2023 14:45 - 17.11.2023 15:00","11231","11122"
"17.11.2023 15:00 - 17.11.2023 15:15","11306","11228"
"17.11.2023 15:15 - 17.11.2023 15:30","11348","11323"
"17.11.2023 15:30 - 17.11.2023 15:45","11369","11358"
"17.11.2023 15:45 - 17.11.2023 16:00","11379","11362"
"17.11.2023 16:00 - 17.11.2023 16:15","11371","11402"
"17.11.2023 16:15 - 17.11.2023 16:30","11366","11479"
"17.11.2023 16:30 - 17.11.2023 16:45","11363","11434"
"17.11.2023 16:45 - 17.11.2023 17:00","11350","11321"
"17.11.2023 17:00 - 17.11.2023 17:15","11325","11333"
"17.11.2023 17:15 - 17.11.2023 17:30","11308","11367"
"17.11.2023 17:30 - 17.11.2023 17:45","11293","11378"
"17.11.2023 17:45 - 17.11.2023 18:00","11285","11297"
"17.11.2023 18:00 - 17.11.2023 18:15","11296","11239"
"17.11.2023 18:15 - 17.11.2023 18:30","11277","11322"
"17.11.2023 18:30 - 17.11.2023 18:45","11240","11280"
"17.11.2023 18:45 - 17.11.2023 19:00","11191","11207"
"17.11.2023 19:00 - 17.11.2023 19:15","11127","11140"
"17.11.2023 19:15 - 17.11.2023 19:30","11059","11062"
"17.11.2023 19:30 - 17.11.2023 19:45","10994","11019"
"17.11.2023 19:45 - 17.11.2023 20:00","10894","10865"
"17.11.2023 20:00 - 17.11.2023 20:15","10735","10827"
"17.11.2023 20:15 - 17.11.2023 20:30","10653","10722"
"17.11.2023 20:30 - 17.11.2023 20:45","10613","10514"
"17.11.2023 20:45 - 17.11.2023 21:00","10621","10418"
"17.11.2023 21:00 - 17.11.2023 21:15","10717","10618"
"17.11.2023 21:15 - 17.11.2023 21:30","10736","10735"
"17.11.2023 21:30 - 17.11.2023 21:45","10712","10723"
"17.11.2023 21:45 - 17.11.2023 22:00","10679","10725"
"17.11.2023 22:00 - 17.11.2023 22:15","10624","10746"
"17.11.2023 22:15 - 17.11.2023 22:30","10566","10648"
"17.11.2023 22:30 - 17.11.2023 22:45","10510","10523"
"17.11.2023 22:45 - 17.11.2023 23:00","10419","10433"
"17.11.2023 23:00 - 17.11.2023 23:15","10270","10427"
"17.11.2023 23:15 - 17.11.2023 23:30","10191","10409"
"17.11.2023 23:30 - 17.11.2023 23:45","10156","10239"
"17.11.2023 23:45 - 18.11.2023 00:00","10134","10224"
"18.11.2023 00:00 - 18.11.2023 00:15","9787","10163"
"18.11.2023 00:15 - 18.11.2023 00:30","9778","10107"
"18.11.2023 00:30 - 18.11.2023 00:45","9765","9975"
"18.11.2023 00:45 - 18.11.2023 01:00","9735","9992"
"18.11.2023 01:00 - 18.11.2023 01:15","9681","9888"
"18.11.2023 01:15 - 18.11.2023 01:30","9645","9820"
"18.11.2023 01:30 - 18.11.2023 01:45","9620","9767"
"18.11.2023 01:45 - 18.11.2023 02:00","9590","9695"
"18.11.2023 02:00 - 18.11.2023 02:15","9557","9784"
"18.11.2023 02:15 - 18.11.2023 02:30","9535","9775"
"18.11.2023 02:30 - 18.11.2023 02:45","9523","9725"
"18.11.2023 02:45 - 18.11.2023 03:00","9518","9759"
"18.11.2023 03:00 - 18.11.2023 03:15","9523","9775"
"18.11.2023 03:15 - 18.11.2023 03:30","9527","9737"
"18.11.2023 03:30 - 18.11.2023 03:45","9535","9737"
"18.11.2023 03:45 - 18.11.2023 04:00","9545","9722"
"18.11.2023 04:00 - 18.11.2023 04:15","9554","9832"
"18.11.2023 04:15 - 18.11.2023 04:30","9575","9859"
"18.11.2023 04:30 - 18.11.2023 04:45","9617","9840"
"18.11.2023 04:45 - 18.11.2023 05:00","9668","9923"
"18.11.2023 05:00 - 18.11.2023 05:15","9724","9972"
"18.11.2023 05:15 - 18.11.2023 05:30","9770","10041"
"18.11.2023 05:30 - 18.11.2023 05:45","9810","10051"
"18.11.2023 05:45 - 18.11.2023 06:00","9856","10167"
"18.11.2023 06:00 - 18.11.2023 06:15","9907","10050"
"18.11.2023 06:15 - 18.11.2023 06:30","9949","10129"
"18.11.2023 06:30 - 18.11.2023 06:45","9985","10181"
"18.11.2023 06:45 - 18.11.2023 07:00","10015","10273"
"18.11.2023 07:00 - 18.11.2023 07:15","10033","10207"
"18.11.2023 07:15 - 18.11.2023 07:30","10060","10159"
"18.11.2023 07:30 - 18.11.2023 07:45","10092","10133"
"18.11.2023 07:45 - 18.11.2023 08:00","10124","10119"
"18.11.2023 08:00 - 18.11.2023 08:15","10159","10242"
"18.11.2023 08:15 - 18.11.2023 08:30","10193","10207"
"18.11.2023 08:30 - 18.11.2023 08:45","10223","10216"
"18.11.2023 08:45 - 18.11.2023 09:00","10260","10301"
"18.11.2023 09:00 - 18.11.2023 09:15","10308","10426"
"18.11.2023 09:15 - 18.11.2023 09:30","10336","10487"
"18.11.2023 09:30 - 18.11.2023 09:45","10355","10449"
"18.11.2023 09:45 - 18.11.2023 10:00","10360","10524"
"18.11.2023 10:00 - 18.11.2023 10:15","10344","10528"
"18.11.2023 10:15 - 18.11.2023 10:30","10344","10511"
"18.11.2023 10:30 - 18.11.2023 10:45","10352","10510"
"18.11.2023 10:45 - 18.11.2023 11:00","10363","10527"
"18.11.2023 11:00 - 18.11.2023 11:15","10386","10540"
"18.11.2023 11:15 - 18.11.2023 11:30","10395","10440"
"18.11.2023 11:30 - 18.11.2023 11:45","10397","10500"
"18.11.2023 11:45 - 18.11.2023 12:00","10392","10510"
"18.11.2023 12:00 - 18.11.2023 12:15","10373","10458"
"18.11.2023 12:15 - 18.11.2023 12:30","10366","10473"
"18.11.2023 12:30 - 18.11.2023 12:45","10367","10425"
"18.11.2023 12:45 - 18.11.2023 13:00","10364","10447"
"18.11.2023 13:00 - 18.11.2023 13:15","10354","10440"
"18.11.2023 13:15 - 18.11.2023 13:30","10362","10370"
"18.11.2023 13:30 - 18.11.2023 13:45","10383","10495"
"18.11.2023 13:45 - 18.11.2023 14:00","10410","10411"
"18.11.2023 14:00 - 18.11.2023 14:15","10444","10523"
"18.11.2023 14:15 - 18.11.2023 14:30","10490","10490"
"18.11.2023 14:30 - 18.11.2023 14:45","10540","10593"
"18.11.2023 14:45 - 18.11.2023 15:00","10616","10664"
"18.11.2023 15:00 - 18.11.2023 15:15","10733","10719"
"18.11.2023 15:15 - 18.11.2023 15:30","10808","10851"
"18.11.2023 15:30 - 18.11.2023 15:45","10856","10847"
"18.11.2023 15:45 - 18.11.2023 16:00","10895","10905"
"18.11.2023 16:00 - 18.11.2023 16:15","10919","10913"
"18.11.2023 16:15 - 18.11.2023 16:30","10939","10927"
"18.11.2023 16:30 - 18.11.2023 16:45","10968","10911"
"18.11.2023 16:45 - 18.11.2023 17:00","10970","10860"
"18.11.2023 17:00 - 18.11.2023 17:15","10963","11021"
"18.11.2023 17:15 - 18.11.2023 17:30","10955","10989"
"18.11.2023 17:30 - 18.11.2023 17:45","10942","10941"
"18.11.2023 17:45 - 18.11.2023 18:00","10928","10925"
"18.11.2023 18:00 - 18.11.2023 18:15","10919","10896"
"18.11.2023 18:15 - 18.11.2023 18:30","10889","10984"
"18.11.2023 18:30 - 18.11.2023 18:45","10844","10895"
"18.11.2023 18:45 - 18.11.2023 19:00","10784","10807"
"18.11.2023 19:00 - 18.11.2023 19:15","10702","10820"
"18.11.2023 19:15 - 18.11.2023 19:30","10626","10775"
"18.11.2023 19:30 - 18.11.2023 19:45","10557","10807"
"18.11.2023 19:45 - 18.11.2023 20:00","10459","10660"
"18.11.2023 20:00 - 18.11.2023 20:15","10308","10646"
"18.11.2023 20:15 - 18.11.2023 20:30","10231","10510"
"18.11.2023 20:30 - 18.11.2023 20:45","10194","10451"
"18.11.2023 20:45 - 18.11.2023 21:00","10206","10339"
"18.11.2023 21:00 - 18.11.2023 21:15","10303","10455"
"18.11.2023 21:15 - 18.11.2023 21:30","10329","10590"
"18.11.2023 21:30 - 18.11.2023 21:45","10313","10657"
"18.11.2023 21:45 - 18.11.2023 22:00","10292","10605"
"18.11.2023 22:00 - 18.11.2023 22:15","10253","10627"
"18.11.2023 22:15 - 18.11.2023 22:30","10209","10537"
"18.11.2023 22:30 - 18.11.2023 22:45","10167","10460"
"18.11.2023 22:45 - 18.11.2023 23:00","10094","10321"
"18.11.2023 23:00 - 18.11.2023 23:15","9973","10384"
"18.11.2023 23:15 - 18.11.2023 23:30","9908","10336"
"18.11.2023 23:30 - 18.11.2023 23:45","9880","10195"
"18.11.2023 23:45 - 19.11.2023 00:00","9863","10120"
"19.11.2023 00:00 - 19.11.2023 00:15","9744","10028"
"19.11.2023 00:15 - 19.11.2023 00:30","9733","10000"
"19.11.2023 00:30 - 19.11.2023 00:45","9715","9945"
"19.11.2023 00:45 - 19.11.2023 01:00","9672","9828"
"19.11.2023 01:00 - 19.11.2023 01:15","9594","9832"
"19.11.2023 01:15 - 19.11.2023 01:30","9545","9820"
"19.11.2023 01:30 - 19.11.2023 01:45","9515","9763"
"19.11.2023 01:45 - 19.11.2023 02:00","9486","9739"
"19.11.2023 02:00 - 19.11.2023 02:15","9465","9692"
"19.11.2023 02:15 - 19.11.2023 02:30","9446","9703"
"19.11.2023 02:30 - 19.11.2023 02:45","9430","9697"
"19.11.2023 02:45 - 19.11.2023 03:00","9420","9639"
"19.11.2023 03:00 - 19.11.2023 03:15","9417","9740"
"19.11.2023 03:15 - 19.11.2023 03:30","9415","9768"
"19.11.2023 03:30 - 19.11.2023 03:45","9415","9760"
"19.11.2023 03:45 - 19.11.2023 04:00","9417","9758"
"19.11.2023 04:00 - 19.11.2023 04:15","9417","9823"
"19.11.2023 04:15 - 19.11.2023 04:30","9428","9840"
"19.11.2023 04:30 - 19.11.2023 04:45","9476","9860"
"19.11.2023 04:45 - 19.11.2023 05:00","9505","9783"
"19.11.2023 05:00 - 19.11.2023 05:15","9552","9885"
"19.11.2023 05:15 - 19.11.2023 05:30","9585","9881"
"19.11.2023 05:30 - 19.11.2023 05:45","9610","9883"
"19.11.2023 05:45 - 19.11.2023 06:00","9634","9886"
"19.11.2023 06:00 - 19.11.2023 06:15","9653","9743"
"19.11.2023 06:15 - 19.11.2023 06:30","9674","9810"
"19.11.2023 06:30 - 19.11.2023 06:45","9697","9800"
"19.11.2023 06:45 - 19.11.2023 07:00","9718","9898"
"19.11.2023 07:00 - 19.11.2023 07:15","9736","9947"
"19.11.2023 07:15 - 19.11.2023 07:30","9758","9984"
"19.11.2023 07:30 - 19.11.2023 07:45","9782","9928"
"19.11.2023 07:45 - 19.11.2023 08:00","9807","9892"
"19.11.2023 08:00 - 19.11.2023 08:15","9832","10015"
"19.11.2023 08:15 - 19.11.2023 08:30","9859","10033"
"19.11.2023 08:30 - 19.11.2023 08:45","9887","10042"
"19.11.2023 08:45 - 19.11.2023 09:00","9922","10026"
"19.11.2023 09:00 - 19.11.2023 09:15","9969","10164"
"19.11.2023 09:15 - 19.11.2023 09:30","10000","10288"
"19.11.2023 09:30 - 19.11.2023 09:45","10021","10335"
"19.11.2023 09:45 - 19.11.2023 10:00","10036","10340"
"19.11.2023 10:00 - 19.11.2023 10:15","10042","10443"
"19.11.2023 10:15 - 19.11.2023 10:30","10049","10437"
"19.11.2023 10:30 - 19.11.2023 10:45","10055","10424"
"19.11.2023 10:45 - 19.11.2023 11:00","10059","10356"
"19.11.2023 11:00 - 19.11.2023 11:15","10060","10430"
"19.11.2023 11:15 - 19.11.2023 11:30","10058","10325"
"19.11.2023 11:30 - 19.11.2023 11:45","10054","10350"
"19.11.2023 11:45 - 19.11.2023 12:00","10044","10426"
"19.11.2023 12:00 - 19.11.2023 12:15","10023","10400"
"19.11.2023 12:15 - 19.11.2023 12:30","10012","10353"
"19.11.2023 12:30 - 19.11.2023 12:45","10008","10375"
"19.11.2023 12:45 - 19.11.2023 13:00","10002","10302"
"19.11.2023 13:00 - 19.11.2023 13:15","9994","10372"
"19.11.2023 13:15 - 19.11.2023 13:30","9995","10351"
"19.11.2023 13:30 - 19.11.2023 13:45","10005","10343"
"19.11.2023 13:45 - 19.11.2023 14:00","10017","10395"
"19.11.2023 14:00 - 19.11.2023 14:15","10029","10423"
"19.11.2023 14:15 - 19.11.2023 14:30","10054","10458"
"19.11.2023 14:30 - 19.11.2023 14:45","10086","10489"
"19.11.2023 14:45 - 19.11.2023 15:00","10137","10553"
"19.11.2023 15:00 - 19.11.2023 15:15","10218","10590"
"19.11.2023 15:15 - 19.11.2023 15:30","10271","10611"
"19.11.2023 15:30 - 19.11.2023 15:45","10307","10635"
"19.11.2023 15:45 - 19.11.2023 16:00","10340","10600"
"19.11.2023 16:00 - 19.11.2023 16:15","10365","10580"
"19.11.2023 16:15 - 19.11.2023 16:30","10387","10586"
"19.11.2023 16:30 - 19.11.2023 16:45","10412","10606"
"19.11.2023 16:45 - 19.11.2023 17:00","10425","10667"
"19.11.2023 17:00 - 19.11.2023 17:15","10431","10604"
"19.11.2023 17:15 - 19.11.2023 17:30","10435","10564"
"19.11.2023 17:30 - 19.11.2023 17:45","10434","10622"
"19.11.2023 17:45 - 19.11.2023 18:00","10432","10624"
"19.11.2023 18:00 - 19.11.2023 18:15","10432","10452"
"19.11.2023 18:15 - 19.11.2023 18:30","10418","10116"
"19.11.2023 18:30 - 19.11.2023 18:45","10393","10100"
"19.11.2023 18:45 - 19.11.2023 19:00","10361","10063"
"19.11.2023 19:00 - 19.11.2023 19:15","10317","9978"
"19.11.2023 19:15 - 19.11.2023 19:30","10270","9904"
"19.11.2023 19:30 - 19.11.2023 19:45","10226","9868"
"19.11.2023 19:45 - 19.11.2023 20:00","10153","9847"
"19.11.2023 20:00 - 19.11.2023 20:15","10028","9804"
"19.11.2023 20:15 - 19.11.2023 20:30","9973","9710"
"19.11.2023 20:30 - 19.11.2023 20:45","9956","9649"
"19.11.2023 20:45 - 19.11.2023 21:00","9984","9600"
"19.11.2023 21:00 - 19.11.2023 21:15","10094","9837"
"19.11.2023 21:15 - 19.11.2023 21:30","10133","9939"
"19.11.2023 21:30 - 19.11.2023 21:45","10130","9971"
"19.11.2023 21:45 - 19.11.2023 22:00","10119","9938"
"19.11.2023 22:00 - 19.11.2023 22:15","10088","9906"
"19.11.2023 22:15 - 19.11.2023 22:30","10054","9815"
"19.11.2023 22:30 - 19.11.2023 22:45","10019","9712"
"19.11.2023 22:45 - 19.11.2023 23:00","9954","9578"
"19.11.2023 23:00 - 19.11.2023 23:15","9842","9610"
