"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"22.11.2023 13:00 - 22.11.2023 13:15","66520","68601"
"22.11.2023 13:15 - 22.11.2023 13:30","66179","68221"
"22.11.2023 13:30 - 22.11.2023 13:45","65967","67925"
"22.11.2023 13:45 - 22.11.2023 14:00","65642","67131"
"22.11.2023 14:00 - 22.11.2023 14:15","65561","67150"
"22.11.2023 14:15 - 22.11.2023 14:30","65005","67257"
"22.11.2023 14:30 - 22.11.2023 14:45","64945","67201"
"22.11.2023 14:45 - 22.11.2023 15:00","64350","67046"
"22.11.2023 15:00 - 22.11.2023 15:15","64149","67406"
"22.11.2023 15:15 - 22.11.2023 15:30","63848","67459"
"22.11.2023 15:30 - 22.11.2023 15:45","63370","67383"
"22.11.2023 15:45 - 22.11.2023 16:00","63173","67316"
"22.11.2023 16:00 - 22.11.2023 16:15","63470","67869"
"22.11.2023 16:15 - 22.11.2023 16:30","63467","67900"
"22.11.2023 16:30 - 22.11.2023 16:45","63795","68783"
"22.11.2023 16:45 - 22.11.2023 17:00","64481","69512"
"22.11.2023 17:00 - 22.11.2023 17:15","65064","69793"
"22.11.2023 17:15 - 22.11.2023 17:30","65485","70240"
"22.11.2023 17:30 - 22.11.2023 17:45","65811","70390"
"22.11.2023 17:45 - 22.11.2023 18:00","65734","70190"
"22.11.2023 18:00 - 22.11.2023 18:15","65922","70274"
"22.11.2023 18:15 - 22.11.2023 18:30","65945","69978"
"22.11.2023 18:30 - 22.11.2023 18:45","65695","69839"
"22.11.2023 18:45 - 22.11.2023 19:00","65681","69600"
"22.11.2023 19:00 - 22.11.2023 19:15","65572","69248"
"22.11.2023 19:15 - 22.11.2023 19:30","64939","68830"
"22.11.2023 19:30 - 22.11.2023 19:45","64540","68461"
"22.11.2023 19:45 - 22.11.2023 20:00","64295","67360"
"22.11.2023 20:00 - 22.11.2023 20:15","63379","66505"
"22.11.2023 20:15 - 22.11.2023 20:30","62077","65580"
"22.11.2023 20:30 - 22.11.2023 20:45","61151","64413"
"22.11.2023 20:45 - 22.11.2023 21:00","60130","62868"
"22.11.2023 21:00 - 22.11.2023 21:15","59499","62245"
"22.11.2023 21:15 - 22.11.2023 21:30","58603","61311"
"22.11.2023 21:30 - 22.11.2023 21:45","57408","60276"
"22.11.2023 21:45 - 22.11.2023 22:00","56333","58914"
"22.11.2023 22:00 - 22.11.2023 22:15","54855","59204"
"22.11.2023 22:15 - 22.11.2023 22:30","54213","58174"
"22.11.2023 22:30 - 22.11.2023 22:45","53369","57029"
"22.11.2023 22:45 - 22.11.2023 23:00","52466","56347"
"22.11.2023 23:00 - 22.11.2023 23:15","51300","54896"
"22.11.2023 23:15 - 22.11.2023 23:30","50523","54176"
"22.11.2023 23:30 - 22.11.2023 23:45","49938","53428"
"22.11.2023 23:45 - 23.11.2023 00:00","49218","53104"
"23.11.2023 00:00 - 23.11.2023 00:15","48881","50806"
"23.11.2023 00:15 - 23.11.2023 00:30","48417","50091"
"23.11.2023 00:30 - 23.11.2023 00:45","47784","49996"
"23.11.2023 00:45 - 23.11.2023 01:00","47350","49749"
"23.11.2023 01:00 - 23.11.2023 01:15","46723","49237"
"23.11.2023 01:15 - 23.11.2023 01:30","46484","49091"
"23.11.2023 01:30 - 23.11.2023 01:45","46212","48841"
"23.11.2023 01:45 - 23.11.2023 02:00","45913","48837"
"23.11.2023 02:00 - 23.11.2023 02:15","45680","48570"
"23.11.2023 02:15 - 23.11.2023 02:30","45522","48793"
"23.11.2023 02:30 - 23.11.2023 02:45","45663","48776"
"23.11.2023 02:45 - 23.11.2023 03:00","45787","48741"
"23.11.2023 03:00 - 23.11.2023 03:15","45960","48868"
"23.11.2023 03:15 - 23.11.2023 03:30","46142","48718"
"23.11.2023 03:30 - 23.11.2023 03:45","46228","48853"
"23.11.2023 03:45 - 23.11.2023 04:00","46480","48912"
"23.11.2023 04:00 - 23.11.2023 04:15","47219","49542"
"23.11.2023 04:15 - 23.11.2023 04:30","48007","49675"
"23.11.2023 04:30 - 23.11.2023 04:45","48503","50325"
"23.11.2023 04:45 - 23.11.2023 05:00","49250","50671"
"23.11.2023 05:00 - 23.11.2023 05:15","49856","51727"
"23.11.2023 05:15 - 23.11.2023 05:30","50389","52458"
"23.11.2023 05:30 - 23.11.2023 05:45","51650","53451"
"23.11.2023 05:45 - 23.11.2023 06:00","53276","54881"
"23.11.2023 06:00 - 23.11.2023 06:15","55614","57656"
"23.11.2023 06:15 - 23.11.2023 06:30","57185","59497"
"23.11.2023 06:30 - 23.11.2023 06:45","58683","61050"
"23.11.2023 06:45 - 23.11.2023 07:00","60073","62748"
"23.11.2023 07:00 - 23.11.2023 07:15","61503","65194"
"23.11.2023 07:15 - 23.11.2023 07:30","63344","66140"
"23.11.2023 07:30 - 23.11.2023 07:45","64109","66621"
"23.11.2023 07:45 - 23.11.2023 08:00","64937","66889"
"23.11.2023 08:00 - 23.11.2023 08:15","65794","67635"
"23.11.2023 08:15 - 23.11.2023 08:30","66611","68162"
"23.11.2023 08:30 - 23.11.2023 08:45","67043","68614"
"23.11.2023 08:45 - 23.11.2023 09:00","67147","68717"
"23.11.2023 09:00 - 23.11.2023 09:15","67548","68075"
"23.11.2023 09:15 - 23.11.2023 09:30","68000","68011"
"23.11.2023 09:30 - 23.11.2023 09:45","68319","68427"
"23.11.2023 09:45 - 23.11.2023 10:00","68655","68999"
"23.11.2023 10:00 - 23.11.2023 10:15","68969","69021"
"23.11.2023 10:15 - 23.11.2023 10:30","69247","69407"
"23.11.2023 10:30 - 23.11.2023 10:45","69327","69381"
"23.11.2023 10:45 - 23.11.2023 11:00","69365","69550"
"23.11.2023 11:00 - 23.11.2023 11:15","69732","69296"
"23.11.2023 11:15 - 23.11.2023 11:30","70182","69803"
"23.11.2023 11:30 - 23.11.2023 11:45","70171","70145"
"23.11.2023 11:45 - 23.11.2023 12:00","69895","70054"
"23.11.2023 12:00 - 23.11.2023 12:15","69929","69612"
"23.11.2023 12:15 - 23.11.2023 12:30","69828","69612"
"23.11.2023 12:30 - 23.11.2023 12:45","69579","69788"
"23.11.2023 12:45 - 23.11.2023 13:00","69672","69663"
"23.11.2023 13:00 - 23.11.2023 13:15","69834","69686"
"23.11.2023 13:15 - 23.11.2023 13:30","69478","69118"
"23.11.2023 13:30 - 23.11.2023 13:45","68966","68628"
"23.11.2023 13:45 - 23.11.2023 14:00","68264","68068"
"23.11.2023 14:00 - 23.11.2023 14:15","67957","67888"
"23.11.2023 14:15 - 23.11.2023 14:30","67524","67826"
"23.11.2023 14:30 - 23.11.2023 14:45","67589","67435"
"23.11.2023 14:45 - 23.11.2023 15:00","67334","67250"
"23.11.2023 15:00 - 23.11.2023 15:15","66802","67675"
"23.11.2023 15:15 - 23.11.2023 15:30","66351","67587"
"23.11.2023 15:30 - 23.11.2023 15:45","66105","67322"
"23.11.2023 15:45 - 23.11.2023 16:00","65780","67286"
"23.11.2023 16:00 - 23.11.2023 16:15","65696","67869"
"23.11.2023 16:15 - 23.11.2023 16:30","65674","68113"
"23.11.2023 16:30 - 23.11.2023 16:45","66048","68723"
"23.11.2023 16:45 - 23.11.2023 17:00","66322","69347"
"23.11.2023 17:00 - 23.11.2023 17:15","66670","70170"
"23.11.2023 17:15 - 23.11.2023 17:30","66998","70488"
"23.11.2023 17:30 - 23.11.2023 17:45","67389","70599"
"23.11.2023 17:45 - 23.11.2023 18:00","67552","70604"
"23.11.2023 18:00 - 23.11.2023 18:15","67499","69598"
"23.11.2023 18:15 - 23.11.2023 18:30","67124","69002"
"23.11.2023 18:30 - 23.11.2023 18:45","66880","68781"
"23.11.2023 18:45 - 23.11.2023 19:00","66717","68501"
"23.11.2023 19:00 - 23.11.2023 19:15","66491","67942"
"23.11.2023 19:15 - 23.11.2023 19:30","65542","67497"
"23.11.2023 19:30 - 23.11.2023 19:45","64824","66790"
"23.11.2023 19:45 - 23.11.2023 20:00","64151","66085"
"23.11.2023 20:00 - 23.11.2023 20:15","62864","64772"
"23.11.2023 20:15 - 23.11.2023 20:30","61905","63747"
"23.11.2023 20:30 - 23.11.2023 20:45","60624","63140"
"23.11.2023 20:45 - 23.11.2023 21:00","59644","62258"
"23.11.2023 21:00 - 23.11.2023 21:15","58610","61477"
"23.11.2023 21:15 - 23.11.2023 21:30","57748","60792"
"23.11.2023 21:30 - 23.11.2023 21:45","56981","59660"
"23.11.2023 21:45 - 23.11.2023 22:00","56060","59032"
"23.11.2023 22:00 - 23.11.2023 22:15","55503","57735"
"23.11.2023 22:15 - 23.11.2023 22:30","54833","56878"
"23.11.2023 22:30 - 23.11.2023 22:45","53966","55896"
"23.11.2023 22:45 - 23.11.2023 23:00","53293","55251"
"23.11.2023 23:00 - 23.11.2023 23:15","52240","54196"
"23.11.2023 23:15 - 23.11.2023 23:30","51463","53385"
"23.11.2023 23:30 - 23.11.2023 23:45","50661","52748"
"23.11.2023 23:45 - 24.11.2023 00:00","49901","51828"
"24.11.2023 00:00 - 24.11.2023 00:15","49291","51089"
"24.11.2023 00:15 - 24.11.2023 00:30","48620","50287"
"24.11.2023 00:30 - 24.11.2023 00:45","48140","49587"
"24.11.2023 00:45 - 24.11.2023 01:00","47402","48938"
"24.11.2023 01:00 - 24.11.2023 01:15","47135","48597"
"24.11.2023 01:15 - 24.11.2023 01:30","46775","48250"
"24.11.2023 01:30 - 24.11.2023 01:45","46281","48203"
"24.11.2023 01:45 - 24.11.2023 02:00","45750","47851"
"24.11.2023 02:00 - 24.11.2023 02:15","45437","47162"
"24.11.2023 02:15 - 24.11.2023 02:30","45279","46955"
"24.11.2023 02:30 - 24.11.2023 02:45","45167","46858"
"24.11.2023 02:45 - 24.11.2023 03:00","45367","46858"
"24.11.2023 03:00 - 24.11.2023 03:15","45563","46973"
"24.11.2023 03:15 - 24.11.2023 03:30","45643","47089"
"24.11.2023 03:30 - 24.11.2023 03:45","45832","47183"
"24.11.2023 03:45 - 24.11.2023 04:00","46109","47594"
"24.11.2023 04:00 - 24.11.2023 04:15","46716","47836"
"24.11.2023 04:15 - 24.11.2023 04:30","47270","48437"
"24.11.2023 04:30 - 24.11.2023 04:45","47802","48953"
"24.11.2023 04:45 - 24.11.2023 05:00","48535","49879"
"24.11.2023 05:00 - 24.11.2023 05:15","49735","51114"
"24.11.2023 05:15 - 24.11.2023 05:30","50429","52095"
"24.11.2023 05:30 - 24.11.2023 05:45","51730","53408"
"24.11.2023 05:45 - 24.11.2023 06:00","53212","54547"
"24.11.2023 06:00 - 24.11.2023 06:15","55633","56956"
"24.11.2023 06:15 - 24.11.2023 06:30","57322","58899"
"24.11.2023 06:30 - 24.11.2023 06:45","58788","60231"
"24.11.2023 06:45 - 24.11.2023 07:00","60154","61930"
"24.11.2023 07:00 - 24.11.2023 07:15","61447","63957"
"24.11.2023 07:15 - 24.11.2023 07:30","62437","64674"
"24.11.2023 07:30 - 24.11.2023 07:45","63114","65138"
"24.11.2023 07:45 - 24.11.2023 08:00","63591","65668"
"24.11.2023 08:00 - 24.11.2023 08:15","64313","66107"
"24.11.2023 08:15 - 24.11.2023 08:30","64767","66958"
"24.11.2023 08:30 - 24.11.2023 08:45","65333","66974"
"24.11.2023 08:45 - 24.11.2023 09:00","65470","67202"
"24.11.2023 09:00 - 24.11.2023 09:15","65559","67451"
"24.11.2023 09:15 - 24.11.2023 09:30","66034","68014"
"24.11.2023 09:30 - 24.11.2023 09:45","66450","68162"
"24.11.2023 09:45 - 24.11.2023 10:00","66507","68931"
"24.11.2023 10:00 - 24.11.2023 10:15","66674","68804"
"24.11.2023 10:15 - 24.11.2023 10:30","67245","69186"
"24.11.2023 10:30 - 24.11.2023 10:45","67204","69575"
"24.11.2023 10:45 - 24.11.2023 11:00","67485","69816"
"24.11.2023 11:00 - 24.11.2023 11:15","67718","69920"
"24.11.2023 11:15 - 24.11.2023 11:30","67821","70167"
"24.11.2023 11:30 - 24.11.2023 11:45","67897","70175"
"24.11.2023 11:45 - 24.11.2023 12:00","67790","70136"
"24.11.2023 12:00 - 24.11.2023 12:15","67709","69355"
"24.11.2023 12:15 - 24.11.2023 12:30","67496","68851"
"24.11.2023 12:30 - 24.11.2023 12:45","67492","68501"
"24.11.2023 12:45 - 24.11.2023 13:00","67509","68421"
"24.11.2023 13:00 - 24.11.2023 13:15","67349","68570"
"24.11.2023 13:15 - 24.11.2023 13:30","66942","68500"
"24.11.2023 13:30 - 24.11.2023 13:45","66636","67729"
"24.11.2023 13:45 - 24.11.2023 14:00","65996","66998"
"24.11.2023 14:00 - 24.11.2023 14:15","65903","66962"
"24.11.2023 14:15 - 24.11.2023 14:30","65750","66820"
"24.11.2023 14:30 - 24.11.2023 14:45","65477","66224"
"24.11.2023 14:45 - 24.11.2023 15:00","65192","65892"
"24.11.2023 15:00 - 24.11.2023 15:15","65085","65762"
"24.11.2023 15:15 - 24.11.2023 15:30","64843","65621"
"24.11.2023 15:30 - 24.11.2023 15:45","64456","65465"
"24.11.2023 15:45 - 24.11.2023 16:00","64241","65603"
"24.11.2023 16:00 - 24.11.2023 16:15","64275","66070"
"24.11.2023 16:15 - 24.11.2023 16:30","64263","66377"
"24.11.2023 16:30 - 24.11.2023 16:45","64811","66866"
"24.11.2023 16:45 - 24.11.2023 17:00","65322","67291"
"24.11.2023 17:00 - 24.11.2023 17:15","65794","68211"
"24.11.2023 17:15 - 24.11.2023 17:30","66184","68691"
"24.11.2023 17:30 - 24.11.2023 17:45","66628","69078"
"24.11.2023 17:45 - 24.11.2023 18:00","66791","68782"
"24.11.2023 18:00 - 24.11.2023 18:15","66648","68576"
"24.11.2023 18:15 - 24.11.2023 18:30","66337","68143"
"24.11.2023 18:30 - 24.11.2023 18:45","65975","67952"
"24.11.2023 18:45 - 24.11.2023 19:00","65717","67859"
"24.11.2023 19:00 - 24.11.2023 19:15","65460","67390"
"24.11.2023 19:15 - 24.11.2023 19:30","64641","66689"
"24.11.2023 19:30 - 24.11.2023 19:45","63917","66275"
"24.11.2023 19:45 - 24.11.2023 20:00","63058","65453"
"24.11.2023 20:00 - 24.11.2023 20:15","61669","64363"
"24.11.2023 20:15 - 24.11.2023 20:30","60562","62792"
"24.11.2023 20:30 - 24.11.2023 20:45","59428","61910"
"24.11.2023 20:45 - 24.11.2023 21:00","58564","61106"
"24.11.2023 21:00 - 24.11.2023 21:15","57579","60311"
"24.11.2023 21:15 - 24.11.2023 21:30","56793","59702"
"24.11.2023 21:30 - 24.11.2023 21:45","56083","58479"
"24.11.2023 21:45 - 24.11.2023 22:00","55300","57716"
"24.11.2023 22:00 - 24.11.2023 22:15","54738","56718"
"24.11.2023 22:15 - 24.11.2023 22:30","54212","56072"
"24.11.2023 22:30 - 24.11.2023 22:45","53321","55464"
"24.11.2023 22:45 - 24.11.2023 23:00","52551","54891"
"24.11.2023 23:00 - 24.11.2023 23:15","51234","54020"
"24.11.2023 23:15 - 24.11.2023 23:30","50459","53459"
"24.11.2023 23:30 - 24.11.2023 23:45","49823","52829"
"24.11.2023 23:45 - 25.11.2023 00:00","49090","51995"
"25.11.2023 00:00 - 25.11.2023 00:15","47656","51908"
"25.11.2023 00:15 - 25.11.2023 00:30","47169","51537"
"25.11.2023 00:30 - 25.11.2023 00:45","46595","51170"
"25.11.2023 00:45 - 25.11.2023 01:00","46080","50751"
"25.11.2023 01:00 - 25.11.2023 01:15","45508","50213"
"25.11.2023 01:15 - 25.11.2023 01:30","45228","49690"
"25.11.2023 01:30 - 25.11.2023 01:45","44776","49625"
"25.11.2023 01:45 - 25.11.2023 02:00","44268","48864"
"25.11.2023 02:00 - 25.11.2023 02:15","43939","48384"
"25.11.2023 02:15 - 25.11.2023 02:30","43668","48002"
"25.11.2023 02:30 - 25.11.2023 02:45","43538","47694"
"25.11.2023 02:45 - 25.11.2023 03:00","43399","47464"
"25.11.2023 03:00 - 25.11.2023 03:15","43307","46758"
"25.11.2023 03:15 - 25.11.2023 03:30","43211","46160"
"25.11.2023 03:30 - 25.11.2023 03:45","43186","45888"
"25.11.2023 03:45 - 25.11.2023 04:00","43343","45963"
"25.11.2023 04:00 - 25.11.2023 04:15","43500","46322"
"25.11.2023 04:15 - 25.11.2023 04:30","43546","46015"
"25.11.2023 04:30 - 25.11.2023 04:45","43782","46226"
"25.11.2023 04:45 - 25.11.2023 05:00","44009","46289"
"25.11.2023 05:00 - 25.11.2023 05:15","44512","46460"
"25.11.2023 05:15 - 25.11.2023 05:30","44626","46103"
"25.11.2023 05:30 - 25.11.2023 05:45","44886","45714"
"25.11.2023 05:45 - 25.11.2023 06:00","45357","45751"
"25.11.2023 06:00 - 25.11.2023 06:15","45645","45732"
"25.11.2023 06:15 - 25.11.2023 06:30","46146","45986"
"25.11.2023 06:30 - 25.11.2023 06:45","46609","46318"
"25.11.2023 06:45 - 25.11.2023 07:00","47025","47078"
"25.11.2023 07:00 - 25.11.2023 07:15","47910","48078"
"25.11.2023 07:15 - 25.11.2023 07:30","48399","48610"
"25.11.2023 07:30 - 25.11.2023 07:45","49054","49518"
"25.11.2023 07:45 - 25.11.2023 08:00","49662","50403"
"25.11.2023 08:00 - 25.11.2023 08:15","50776","51734"
"25.11.2023 08:15 - 25.11.2023 08:30","51791","52465"
"25.11.2023 08:30 - 25.11.2023 08:45","52811","53471"
"25.11.2023 08:45 - 25.11.2023 09:00","53486","54678"
"25.11.2023 09:00 - 25.11.2023 09:15","54351","55241"
"25.11.2023 09:15 - 25.11.2023 09:30","54823","55607"
"25.11.2023 09:30 - 25.11.2023 09:45","55276","55976"
"25.11.2023 09:45 - 25.11.2023 10:00","55454","56791"
"25.11.2023 10:00 - 25.11.2023 10:15","55954","56418"
"25.11.2023 10:15 - 25.11.2023 10:30","56222","56715"
"25.11.2023 10:30 - 25.11.2023 10:45","56187","56832"
"25.11.2023 10:45 - 25.11.2023 11:00","56372","56981"
"25.11.2023 11:00 - 25.11.2023 11:15","56618","57428"
"25.11.2023 11:15 - 25.11.2023 11:30","56880","57736"
"25.11.2023 11:30 - 25.11.2023 11:45","57062","58012"
"25.11.2023 11:45 - 25.11.2023 12:00","57119","57941"
"25.11.2023 12:00 - 25.11.2023 12:15","56775","58003"
"25.11.2023 12:15 - 25.11.2023 12:30","56652","58055"
"25.11.2023 12:30 - 25.11.2023 12:45","56558","57898"
"25.11.2023 12:45 - 25.11.2023 13:00","56143","57667"
"25.11.2023 13:00 - 25.11.2023 13:15","55922","57322"
"25.11.2023 13:15 - 25.11.2023 13:30","55471","57134"
"25.11.2023 13:30 - 25.11.2023 13:45","55257","56844"
"25.11.2023 13:45 - 25.11.2023 14:00","54906","56592"
"25.11.2023 14:00 - 25.11.2023 14:15","54413","56362"
"25.11.2023 14:15 - 25.11.2023 14:30","53954","55870"
"25.11.2023 14:30 - 25.11.2023 14:45","53831","55749"
"25.11.2023 14:45 - 25.11.2023 15:00","53581","55669"
"25.11.2023 15:00 - 25.11.2023 15:15","53423","55702"
"25.11.2023 15:15 - 25.11.2023 15:30","53230","55764"
"25.11.2023 15:30 - 25.11.2023 15:45","53235","56040"
"25.11.2023 15:45 - 25.11.2023 16:00","53441","56172"
"25.11.2023 16:00 - 25.11.2023 16:15","53740","57006"
"25.11.2023 16:15 - 25.11.2023 16:30","53911","57655"
"25.11.2023 16:30 - 25.11.2023 16:45","54681","58541"
"25.11.2023 16:45 - 25.11.2023 17:00","55595","59139"
"25.11.2023 17:00 - 25.11.2023 17:15","56523","59892"
"25.11.2023 17:15 - 25.11.2023 17:30","56703","60308"
"25.11.2023 17:30 - 25.11.2023 17:45","57080","60438"
"25.11.2023 17:45 - 25.11.2023 18:00","57334","60608"
"25.11.2023 18:00 - 25.11.2023 18:15","57246","60553"
"25.11.2023 18:15 - 25.11.2023 18:30","57113","60286"
"25.11.2023 18:30 - 25.11.2023 18:45","56945","59805"
"25.11.2023 18:45 - 25.11.2023 19:00","56523","59374"
"25.11.2023 19:00 - 25.11.2023 19:15","56263","58850"
"25.11.2023 19:15 - 25.11.2023 19:30","55467","58069"
"25.11.2023 19:30 - 25.11.2023 19:45","54988","57416"
"25.11.2023 19:45 - 25.11.2023 20:00","54366","56578"
"25.11.2023 20:00 - 25.11.2023 20:15","53620","56442"
"25.11.2023 20:15 - 25.11.2023 20:30","52775","55474"
"25.11.2023 20:30 - 25.11.2023 20:45","51900","54640"
"25.11.2023 20:45 - 25.11.2023 21:00","51229","53767"
"25.11.2023 21:00 - 25.11.2023 21:15","50707","53455"
"25.11.2023 21:15 - 25.11.2023 21:30","49998","53115"
"25.11.2023 21:30 - 25.11.2023 21:45","49434","52357"
"25.11.2023 21:45 - 25.11.2023 22:00","48901","52117"
"25.11.2023 22:00 - 25.11.2023 22:15","48867","51807"
"25.11.2023 22:15 - 25.11.2023 22:30","48240","51102"
"25.11.2023 22:30 - 25.11.2023 22:45","47590","50174"
"25.11.2023 22:45 - 25.11.2023 23:00","46979","49100"
"25.11.2023 23:00 - 25.11.2023 23:15","46168","48254"
"25.11.2023 23:15 - 25.11.2023 23:30","45526","47800"
"25.11.2023 23:30 - 25.11.2023 23:45","44880","47132"
"25.11.2023 23:45 - 26.11.2023 00:00","44252","46370"
"26.11.2023 00:00 - 26.11.2023 00:15","43115","45885"
"26.11.2023 00:15 - 26.11.2023 00:30","42682","45666"
"26.11.2023 00:30 - 26.11.2023 00:45","42114","44835"
"26.11.2023 00:45 - 26.11.2023 01:00","41484","44491"
"26.11.2023 01:00 - 26.11.2023 01:15","41211","43524"
"26.11.2023 01:15 - 26.11.2023 01:30","41078","43101"
"26.11.2023 01:30 - 26.11.2023 01:45","40658","42779"
"26.11.2023 01:45 - 26.11.2023 02:00","40384","42277"
"26.11.2023 02:00 - 26.11.2023 02:15","39943","42149"
"26.11.2023 02:15 - 26.11.2023 02:30","39540","41955"
"26.11.2023 02:30 - 26.11.2023 02:45","39309","41704"
"26.11.2023 02:45 - 26.11.2023 03:00","39228","41615"
"26.11.2023 03:00 - 26.11.2023 03:15","39342","41520"
"26.11.2023 03:15 - 26.11.2023 03:30","39559","41492"
"26.11.2023 03:30 - 26.11.2023 03:45","39524","41637"
"26.11.2023 03:45 - 26.11.2023 04:00","39453","41612"
"26.11.2023 04:00 - 26.11.2023 04:15","39733","41782"
"26.11.2023 04:15 - 26.11.2023 04:30","39775","41852"
"26.11.2023 04:30 - 26.11.2023 04:45","40094","41936"
"26.11.2023 04:45 - 26.11.2023 05:00","40357","42075"
"26.11.2023 05:00 - 26.11.2023 05:15","40918","42053"
"26.11.2023 05:15 - 26.11.2023 05:30","41134","42018"
"26.11.2023 05:30 - 26.11.2023 05:45","41368","42078"
"26.11.2023 05:45 - 26.11.2023 06:00","41280","42320"
"26.11.2023 06:00 - 26.11.2023 06:15","41061","42476"
"26.11.2023 06:15 - 26.11.2023 06:30","40939","42249"
"26.11.2023 06:30 - 26.11.2023 06:45","41389","42579"
"26.11.2023 06:45 - 26.11.2023 07:00","41779","42849"
"26.11.2023 07:00 - 26.11.2023 07:15","42472","43217"
"26.11.2023 07:15 - 26.11.2023 07:30","42801","43689"
"26.11.2023 07:30 - 26.11.2023 07:45","43358","44070"
"26.11.2023 07:45 - 26.11.2023 08:00","43748","44622"
"26.11.2023 08:00 - 26.11.2023 08:15","44714","45702"
"26.11.2023 08:15 - 26.11.2023 08:30","45680","46650"
"26.11.2023 08:30 - 26.11.2023 08:45","46872","47438"
"26.11.2023 08:45 - 26.11.2023 09:00","47725","48018"
"26.11.2023 09:00 - 26.11.2023 09:15","48508","48904"
"26.11.2023 09:15 - 26.11.2023 09:30","49121","49610"
"26.11.2023 09:30 - 26.11.2023 09:45","49898","50342"
"26.11.2023 09:45 - 26.11.2023 10:00","50345","50717"
"26.11.2023 10:00 - 26.11.2023 10:15","50962","51248"
"26.11.2023 10:15 - 26.11.2023 10:30","51632","51581"
"26.11.2023 10:30 - 26.11.2023 10:45","52112","51916"
"26.11.2023 10:45 - 26.11.2023 11:00","52621","52720"
"26.11.2023 11:00 - 26.11.2023 11:15","53183","53354"
"26.11.2023 11:15 - 26.11.2023 11:30","53803","53931"
"26.11.2023 11:30 - 26.11.2023 11:45","53855","54165"
"26.11.2023 11:45 - 26.11.2023 12:00","54132","54213"
"26.11.2023 12:00 - 26.11.2023 12:15","53938","54343"
"26.11.2023 12:15 - 26.11.2023 12:30","54260","54373"
"26.11.2023 12:30 - 26.11.2023 12:45","53838","54005"
"26.11.2023 12:45 - 26.11.2023 13:00","53299","53711"
"26.11.2023 13:00 - 26.11.2023 13:15","53583","53384"
"26.11.2023 13:15 - 26.11.2023 13:30","52797","53386"
"26.11.2023 13:30 - 26.11.2023 13:45","52452","53079"
"26.11.2023 13:45 - 26.11.2023 14:00","51988","52775"
"26.11.2023 14:00 - 26.11.2023 14:15","51340","52784"
"26.11.2023 14:15 - 26.11.2023 14:30","51086","52642"
"26.11.2023 14:30 - 26.11.2023 14:45","50782","52567"
"26.11.2023 14:45 - 26.11.2023 15:00","50762","52396"
"26.11.2023 15:00 - 26.11.2023 15:15","50490","52919"
"26.11.2023 15:15 - 26.11.2023 15:30","50044","52952"
"26.11.2023 15:30 - 26.11.2023 15:45","49942","53103"
"26.11.2023 15:45 - 26.11.2023 16:00","50032","52919"
"26.11.2023 16:00 - 26.11.2023 16:15","50348","53599"
"26.11.2023 16:15 - 26.11.2023 16:30","50625","54308"
"26.11.2023 16:30 - 26.11.2023 16:45","51431","54939"
"26.11.2023 16:45 - 26.11.2023 17:00","52340","55775"
"26.11.2023 17:00 - 26.11.2023 17:15","53337","56653"
"26.11.2023 17:15 - 26.11.2023 17:30","53948","57006"
"26.11.2023 17:30 - 26.11.2023 17:45","54261","57404"
"26.11.2023 17:45 - 26.11.2023 18:00","54491","57441"
"26.11.2023 18:00 - 26.11.2023 18:15","55052","57603"
"26.11.2023 18:15 - 26.11.2023 18:30","54931","57648"
"26.11.2023 18:30 - 26.11.2023 18:45","54774","57340"
"26.11.2023 18:45 - 26.11.2023 19:00","54574","57098"
"26.11.2023 19:00 - 26.11.2023 19:15","54380","56703"
"26.11.2023 19:15 - 26.11.2023 19:30","53776","56259"
"26.11.2023 19:30 - 26.11.2023 19:45","53254","55572"
"26.11.2023 19:45 - 26.11.2023 20:00","52952","54869"
"26.11.2023 20:00 - 26.11.2023 20:15","52618","54449"
"26.11.2023 20:15 - 26.11.2023 20:30","51924","53609"
"26.11.2023 20:30 - 26.11.2023 20:45","51188","53225"
"26.11.2023 20:45 - 26.11.2023 21:00","50540","52572"
"26.11.2023 21:00 - 26.11.2023 21:15","50201","51884"
"26.11.2023 21:15 - 26.11.2023 21:30","49923","51482"
"26.11.2023 21:30 - 26.11.2023 21:45","49697","51117"
"26.11.2023 21:45 - 26.11.2023 22:00","49497","51190"
"26.11.2023 22:00 - 26.11.2023 22:15","49231","51450"
"26.11.2023 22:15 - 26.11.2023 22:30","48968","50782"
"26.11.2023 22:30 - 26.11.2023 22:45","48216","50015"
"26.11.2023 22:45 - 26.11.2023 23:00","47724","48889"
"26.11.2023 23:00 - 26.11.2023 23:15","46951","47917"
"26.11.2023 23:15 - 26.11.2023 23:30","46343","47361"
"26.11.2023 23:30 - 26.11.2023 23:45","45948","46519"
"26.11.2023 23:45 - 27.11.2023 00:00","45375","45826"
"27.11.2023 00:00 - 27.11.2023 00:15","45061","45385"
"27.11.2023 00:15 - 27.11.2023 00:30","44745","45046"
"27.11.2023 00:30 - 27.11.2023 00:45","44308","44796"
"27.11.2023 00:45 - 27.11.2023 01:00","43996","44297"
"27.11.2023 01:00 - 27.11.2023 01:15","43543","43783"
"27.11.2023 01:15 - 27.11.2023 01:30","43441","43471"
"27.11.2023 01:30 - 27.11.2023 01:45","43143","43251"
