"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Spain (ES)","Generation - Solar  [MW] Current / Spain (ES)","Generation - Wind Offshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Offshore  [MW] Current / Spain (ES)","Generation - Wind Onshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Onshore  [MW] Current / Spain (ES)"
"08.07.2022 13:45 - 08.07.2022 14:00","12887","12433","n/e","n/e","5255","5709"
"08.07.2022 14:00 - 08.07.2022 14:15","12938","12323","n/e","n/e","5242","5392"
"08.07.2022 14:15 - 08.07.2022 14:30","12941","12325","n/e","n/e","5240","5381"
"08.07.2022 14:30 - 08.07.2022 14:45","12927","12309","n/e","n/e","5241","5374"
"08.07.2022 14:45 - 08.07.2022 15:00","12892","12276","n/e","n/e","5247","5373"
"08.07.2022 15:00 - 08.07.2022 15:15","12888","12203","n/e","n/e","5243","5186"
"08.07.2022 15:15 - 08.07.2022 15:30","12800","12140","n/e","n/e","5262","5194"
"08.07.2022 15:30 - 08.07.2022 15:45","12683","12059","n/e","n/e","5291","5209"
"08.07.2022 15:45 - 08.07.2022 16:00","12540","11962","n/e","n/e","5329","5235"
"08.07.2022 16:00 - 08.07.2022 16:15","12404","11930","n/e","n/e","5354","5181"
"08.07.2022 16:15 - 08.07.2022 16:30","12231","11828","n/e","n/e","5417","5240"
"08.07.2022 16:30 - 08.07.2022 16:45","12052","11717","n/e","n/e","5493","5314"
"08.07.2022 16:45 - 08.07.2022 17:00","11868","11594","n/e","n/e","5584","5406"
"08.07.2022 17:00 - 08.07.2022 17:15","11705","11308","n/e","n/e","5661","5488"
"08.07.2022 17:15 - 08.07.2022 17:30","11510","11167","n/e","n/e","5787","5607"
"08.07.2022 17:30 - 08.07.2022 17:45","11308","11019","n/e","n/e","5932","5744"
"08.07.2022 17:45 - 08.07.2022 18:00","11079","10847","n/e","n/e","6093","5898"
"08.07.2022 18:00 - 08.07.2022 18:15","10988","10928","n/e","n/e","6260","6274"
"08.07.2022 18:15 - 08.07.2022 18:30","10636","10606","n/e","n/e","6442","6442"
"08.07.2022 18:30 - 08.07.2022 18:45","10193","10206","n/e","n/e","6631","6621"
"08.07.2022 18:45 - 08.07.2022 19:00","9648","9704","n/e","n/e","6827","6810"
"08.07.2022 19:00 - 08.07.2022 19:15","9360","10026","n/e","n/e","7023","7158"
"08.07.2022 19:15 - 08.07.2022 19:30","8548","9015","n/e","n/e","7240","7343"
"08.07.2022 19:30 - 08.07.2022 19:45","7609","7882","n/e","n/e","7470","7532"
"08.07.2022 19:45 - 08.07.2022 20:00","6589","6696","n/e","n/e","7706","7729"
"08.07.2022 20:00 - 08.07.2022 20:15","5789","5959","n/e","n/e","7971","8217"
"08.07.2022 20:15 - 08.07.2022 20:30","4719","4851","n/e","n/e","8205","8415"
"08.07.2022 20:30 - 08.07.2022 20:45","3731","3843","n/e","n/e","8429","8618"
"08.07.2022 20:45 - 08.07.2022 21:00","2855","2952","n/e","n/e","8645","8827"
"08.07.2022 21:00 - 08.07.2022 21:15","2130","2200","n/e","n/e","8874","9266"
"08.07.2022 21:15 - 08.07.2022 21:30","1548","1635","n/e","n/e","9086","9497"
"08.07.2022 21:30 - 08.07.2022 21:45","1146","1225","n/e","n/e","9298","9716"
"08.07.2022 21:45 - 08.07.2022 22:00","896","945","n/e","n/e","9495","9908"
"08.07.2022 22:00 - 08.07.2022 22:15","707","664","n/e","n/e","9769","10275"
"08.07.2022 22:15 - 08.07.2022 22:30","661","628","n/e","n/e","9890","10414"
"08.07.2022 22:30 - 08.07.2022 22:45","637","614","n/e","n/e","9951","10509"
"08.07.2022 22:45 - 08.07.2022 23:00","627","609","n/e","n/e","9958","10556"
"08.07.2022 23:00 - 08.07.2022 23:15","620","609","n/e","n/e","9977","10489"
"08.07.2022 23:15 - 08.07.2022 23:30","625","607","n/e","n/e","9913","10465"
"08.07.2022 23:30 - 08.07.2022 23:45","629","605","n/e","n/e","9830","10416"
"08.07.2022 23:45 - 09.07.2022 00:00","633","603","n/e","n/e","9733","10346"
"09.07.2022 00:00 - 09.07.2022 00:15","558","598","n/e","n/e","9814","10673"
"09.07.2022 00:15 - 09.07.2022 00:30","542","600","n/e","n/e","9670","10587"
"09.07.2022 00:30 - 09.07.2022 00:45","534","601","n/e","n/e","9532","10483"
"09.07.2022 00:45 - 09.07.2022 01:00","532","601","n/e","n/e","9397","10355"
"09.07.2022 01:00 - 09.07.2022 01:15","534","584","n/e","n/e","9282","10123"
"09.07.2022 01:15 - 09.07.2022 01:30","534","581","n/e","n/e","9136","9973"
"09.07.2022 01:30 - 09.07.2022 01:45","532","577","n/e","n/e","8978","9801"
"09.07.2022 01:45 - 09.07.2022 02:00","527","572","n/e","n/e","8809","9609"
"09.07.2022 02:00 - 09.07.2022 02:15","521","596","n/e","n/e","8649","9119"
"09.07.2022 02:15 - 09.07.2022 02:30","516","595","n/e","n/e","8465","8927"
"09.07.2022 02:30 - 09.07.2022 02:45","512","593","n/e","n/e","8277","8730"
"09.07.2022 02:45 - 09.07.2022 03:00","510","589","n/e","n/e","8087","8526"
"09.07.2022 03:00 - 09.07.2022 03:15","509","577","n/e","n/e","7904","8096"
"09.07.2022 03:15 - 09.07.2022 03:30","508","576","n/e","n/e","7712","7883"
"09.07.2022 03:30 - 09.07.2022 03:45","506","577","n/e","n/e","7521","7671"
"09.07.2022 03:45 - 09.07.2022 04:00","504","578","n/e","n/e","7333","7462"
"09.07.2022 04:00 - 09.07.2022 04:15","503","596","n/e","n/e","7144","7129"
"09.07.2022 04:15 - 09.07.2022 04:30","501","603","n/e","n/e","6969","6947"
"09.07.2022 04:30 - 09.07.2022 04:45","500","609","n/e","n/e","6803","6774"
"09.07.2022 04:45 - 09.07.2022 05:00","498","611","n/e","n/e","6644","6610"
"09.07.2022 05:00 - 09.07.2022 05:15","506","627","n/e","n/e","6492","6152"
"09.07.2022 05:15 - 09.07.2022 05:30","494","604","n/e","n/e","6343","6012"
"09.07.2022 05:30 - 09.07.2022 05:45","473","574","n/e","n/e","6196","5878"
"09.07.2022 05:45 - 09.07.2022 06:00","443","536","n/e","n/e","6052","5751"
"09.07.2022 06:00 - 09.07.2022 06:15","435","524","n/e","n/e","5911","5493"
"09.07.2022 06:15 - 09.07.2022 06:30","395","466","n/e","n/e","5776","5397"
"09.07.2022 06:30 - 09.07.2022 06:45","358","421","n/e","n/e","5646","5306"
"09.07.2022 06:45 - 09.07.2022 07:00","346","407","n/e","n/e","5514","5214"
"09.07.2022 07:00 - 09.07.2022 07:15","493","546","n/e","n/e","5418","5080"
"09.07.2022 07:15 - 09.07.2022 07:30","713","775","n/e","n/e","5256","4969"
"09.07.2022 07:30 - 09.07.2022 07:45","1082","1118","n/e","n/e","5070","4849"
"09.07.2022 07:45 - 09.07.2022 08:00","1593","1577","n/e","n/e","4870","4723"
"09.07.2022 08:00 - 09.07.2022 08:15","2829","2541","n/e","n/e","4653","4630"
"09.07.2022 08:15 - 09.07.2022 08:30","3732","3434","n/e","n/e","4465","4475"
"09.07.2022 08:30 - 09.07.2022 08:45","4693","4397","n/e","n/e","4300","4319"
"09.07.2022 08:45 - 09.07.2022 09:00","5663","5373","n/e","n/e","4156","4168"
"09.07.2022 09:00 - 09.07.2022 09:15","7320","7512","n/e","n/e","4012","3949"
"09.07.2022 09:15 - 09.07.2022 09:30","8260","8353","n/e","n/e","3900","3856"
"09.07.2022 09:30 - 09.07.2022 09:45","9033","9076","n/e","n/e","3797","3773"
"09.07.2022 09:45 - 09.07.2022 10:00","9648","9683","n/e","n/e","3707","3695"
"09.07.2022 10:00 - 09.07.2022 10:15","10403","10884","n/e","n/e","3602","3500"
"09.07.2022 10:15 - 09.07.2022 10:30","10782","11249","n/e","n/e","3542","3440"
"09.07.2022 10:30 - 09.07.2022 10:45","11071","11516","n/e","n/e","3499","3389"
"09.07.2022 10:45 - 09.07.2022 11:00","11291","11706","n/e","n/e","3470","3345"
"09.07.2022 11:00 - 09.07.2022 11:15","11519","11979","n/e","n/e","3445","3485"
"09.07.2022 11:15 - 09.07.2022 11:30","11659","12096","n/e","n/e","3428","3429"
"09.07.2022 11:30 - 09.07.2022 11:45","11785","12187","n/e","n/e","3410","3382"
"09.07.2022 11:45 - 09.07.2022 12:00","11901","12259","n/e","n/e","3394","3344"
"09.07.2022 12:00 - 09.07.2022 12:15","12027","12199","n/e","n/e","3364","3455"
"09.07.2022 12:15 - 09.07.2022 12:30","12122","12271","n/e","n/e","3364","3441"
"09.07.2022 12:30 - 09.07.2022 12:45","12206","12329","n/e","n/e","3376","3432"
"09.07.2022 12:45 - 09.07.2022 13:00","12280","12373","n/e","n/e","3397","3428"
"09.07.2022 13:00 - 09.07.2022 13:15","12368","12355","n/e","n/e","3427","3365"
"09.07.2022 13:15 - 09.07.2022 13:30","12419","12350","n/e","n/e","3448","3381"
"09.07.2022 13:30 - 09.07.2022 13:45","12457","12329","n/e","n/e","3464","3401"
"09.07.2022 13:45 - 09.07.2022 14:00","12481","12299","n/e","n/e","3476","3425"
"09.07.2022 14:00 - 09.07.2022 14:15","12526","12416","n/e","n/e","3477","3366"
"09.07.2022 14:15 - 09.07.2022 14:30","12515","12377","n/e","n/e","3498","3395"
"09.07.2022 14:30 - 09.07.2022 14:45","12483","12324","n/e","n/e","3528","3430"
"09.07.2022 14:45 - 09.07.2022 15:00","12433","12260","n/e","n/e","3564","3470"
"09.07.2022 15:00 - 09.07.2022 15:15","12397","12373","n/e","n/e","3608","3368"
"09.07.2022 15:15 - 09.07.2022 15:30","12314","12284","n/e","n/e","3644","3416"
"09.07.2022 15:30 - 09.07.2022 15:45","12216","12177","n/e","n/e","3674","3471"
"09.07.2022 15:45 - 09.07.2022 16:00","12105","12057","n/e","n/e","3704","3536"
"09.07.2022 16:00 - 09.07.2022 16:15","12008","12014","n/e","n/e","3713","3404"
"09.07.2022 16:15 - 09.07.2022 16:30","11869","11893","n/e","n/e","3761","3490"
"09.07.2022 16:30 - 09.07.2022 16:45","11716","11759","n/e","n/e","3828","3585"
"09.07.2022 16:45 - 09.07.2022 17:00","11553","11613","n/e","n/e","3911","3689"
"09.07.2022 17:00 - 09.07.2022 17:15","11405","11463","n/e","n/e","3990","3590"
"09.07.2022 17:15 - 09.07.2022 17:30","11229","11293","n/e","n/e","4101","3702"
"09.07.2022 17:30 - 09.07.2022 17:45","11047","11102","n/e","n/e","4223","3821"
"09.07.2022 17:45 - 09.07.2022 18:00","10848","10882","n/e","n/e","4356","3951"
"09.07.2022 18:00 - 09.07.2022 18:15","10768","10845","n/e","n/e","4486","4121"
"09.07.2022 18:15 - 09.07.2022 18:30","10479","10563","n/e","n/e","4643","4275"
"09.07.2022 18:30 - 09.07.2022 18:45","10120","10209","n/e","n/e","4811","4431"
"09.07.2022 18:45 - 09.07.2022 19:00","9664","9756","n/e","n/e","4990","4594"
"09.07.2022 19:00 - 09.07.2022 19:15","9516","9910","n/e","n/e","5179","4846"
"09.07.2022 19:15 - 09.07.2022 19:30","8745","8997","n/e","n/e","5372","5012"
"09.07.2022 19:30 - 09.07.2022 19:45","7800","7953","n/e","n/e","5569","5182"
"09.07.2022 19:45 - 09.07.2022 20:00","6737","6836","n/e","n/e","5774","5361"
"09.07.2022 20:00 - 09.07.2022 20:15","5878","6136","n/e","n/e","5981","5499"
"09.07.2022 20:15 - 09.07.2022 20:30","4757","5007","n/e","n/e","6208","5699"
"09.07.2022 20:30 - 09.07.2022 20:45","3740","3953","n/e","n/e","6447","5904"
"09.07.2022 20:45 - 09.07.2022 21:00","2855","3007","n/e","n/e","6692","6113"
"09.07.2022 21:00 - 09.07.2022 21:15","2133","2182","n/e","n/e","6986","6325"
"09.07.2022 21:15 - 09.07.2022 21:30","1555","1616","n/e","n/e","7215","6507"
"09.07.2022 21:30 - 09.07.2022 21:45","1155","1207","n/e","n/e","7420","6689"
"09.07.2022 21:45 - 09.07.2022 22:00","903","930","n/e","n/e","7596","6864"
"09.07.2022 22:00 - 09.07.2022 22:15","711","665","n/e","n/e","7826","7232"
"09.07.2022 22:15 - 09.07.2022 22:30","661","629","n/e","n/e","7926","7367"
"09.07.2022 22:30 - 09.07.2022 22:45","635","616","n/e","n/e","7980","7485"
"09.07.2022 22:45 - 09.07.2022 23:00","624","613","n/e","n/e","7994","7582"
"09.07.2022 23:00 - 09.07.2022 23:15","619","607","n/e","n/e","8017","8004"
"09.07.2022 23:15 - 09.07.2022 23:30","623","608","n/e","n/e","7979","8034"
"09.07.2022 23:30 - 09.07.2022 23:45","626","610","n/e","n/e","7926","8042"
"09.07.2022 23:45 - 10.07.2022 00:00","628","613","n/e","n/e","7865","8031"
"10.07.2022 00:00 - 10.07.2022 00:15","555","617","n/e","n/e","7760","8324"
"10.07.2022 00:15 - 10.07.2022 00:30","539","619","n/e","n/e","7676","8294"
"10.07.2022 00:30 - 10.07.2022 00:45","531","620","n/e","n/e","7600","8243"
"10.07.2022 00:45 - 10.07.2022 01:00","531","620","n/e","n/e","7528","8164"
"10.07.2022 01:00 - 10.07.2022 01:15","535","633","n/e","n/e","7488","8321"
"10.07.2022 01:15 - 10.07.2022 01:30","539","624","n/e","n/e","7393","8207"
"10.07.2022 01:30 - 10.07.2022 01:45","541","613","n/e","n/e","7273","8069"
"10.07.2022 01:45 - 10.07.2022 02:00","541","602","n/e","n/e","7128","7906"
"10.07.2022 02:00 - 10.07.2022 02:15","539","609","n/e","n/e","7007","7804"
"10.07.2022 02:15 - 10.07.2022 02:30","538","598","n/e","n/e","6819","7609"
"10.07.2022 02:30 - 10.07.2022 02:45","537","585","n/e","n/e","6611","7395"
"10.07.2022 02:45 - 10.07.2022 03:00","536","574","n/e","n/e","6391","7163"
"10.07.2022 03:00 - 10.07.2022 03:15","536","572","n/e","n/e","6177","6692"
"10.07.2022 03:15 - 10.07.2022 03:30","534","564","n/e","n/e","5947","6465"
"10.07.2022 03:30 - 10.07.2022 03:45","532","557","n/e","n/e","5720","6233"
"10.07.2022 03:45 - 10.07.2022 04:00","531","552","n/e","n/e","5500","6000"
"10.07.2022 04:00 - 10.07.2022 04:15","526","589","n/e","n/e","5278","5552"
"10.07.2022 04:15 - 10.07.2022 04:30","529","590","n/e","n/e","5082","5365"
"10.07.2022 04:30 - 10.07.2022 04:45","533","590","n/e","n/e","4901","5188"
"10.07.2022 04:45 - 10.07.2022 05:00","537","587","n/e","n/e","4734","5017"
"10.07.2022 05:00 - 10.07.2022 05:15","558","605","n/e","n/e","4572","4720"
"10.07.2022 05:15 - 10.07.2022 05:30","546","578","n/e","n/e","4425","4578"
"10.07.2022 05:30 - 10.07.2022 05:45","520","543","n/e","n/e","4284","4444"
"10.07.2022 05:45 - 10.07.2022 06:00","484","501","n/e","n/e","4150","4317"
"10.07.2022 06:00 - 10.07.2022 06:15","455","476","n/e","n/e","4013","4005"
"10.07.2022 06:15 - 10.07.2022 06:30","421","431","n/e","n/e","3899","3921"
"10.07.2022 06:30 - 10.07.2022 06:45","400","400","n/e","n/e","3797","3843"
"10.07.2022 06:45 - 10.07.2022 07:00","408","395","n/e","n/e","3699","3763"
"10.07.2022 07:00 - 10.07.2022 07:15","594","554","n/e","n/e","3631","3498"
"10.07.2022 07:15 - 10.07.2022 07:30","815","791","n/e","n/e","3516","3393"
"10.07.2022 07:30 - 10.07.2022 07:45","1166","1140","n/e","n/e","3384","3278"
"10.07.2022 07:45 - 10.07.2022 08:00","1649","1606","n/e","n/e","3236","3156"
"10.07.2022 08:00 - 10.07.2022 08:15","2806","2316","n/e","n/e","3105","3056"
"10.07.2022 08:15 - 10.07.2022 08:30","3690","3271","n/e","n/e","2932","2902"
"10.07.2022 08:30 - 10.07.2022 08:45","4654","4324","n/e","n/e","2754","2745"
"10.07.2022 08:45 - 10.07.2022 09:00","5641","5399","n/e","n/e","2576","2593"
"10.07.2022 09:00 - 10.07.2022 09:15","7345","7257","n/e","n/e","2391","2556"
"10.07.2022 09:15 - 10.07.2022 09:30","8322","8136","n/e","n/e","2238","2441"
"10.07.2022 09:30 - 10.07.2022 09:45","9126","8919","n/e","n/e","2106","2341"
"10.07.2022 09:45 - 10.07.2022 10:00","9763","9596","n/e","n/e","1998","2255"
"10.07.2022 10:00 - 10.07.2022 10:15","10562","10677","n/e","n/e","1871","1865"
"10.07.2022 10:15 - 10.07.2022 10:30","10939","11042","n/e","n/e","1816","1826"
"10.07.2022 10:30 - 10.07.2022 10:45","11210","11304","n/e","n/e","1787","1808"
"10.07.2022 10:45 - 10.07.2022 11:00","11401","11489","n/e","n/e","1778","1806"
"10.07.2022 11:00 - 10.07.2022 11:15","11588","11626","n/e","n/e","1772","1862"
"10.07.2022 11:15 - 10.07.2022 11:30","11699","11788","n/e","n/e","1786","1864"
"10.07.2022 11:30 - 10.07.2022 11:45","11803","11931","n/e","n/e","1801","1871"
"10.07.2022 11:45 - 10.07.2022 12:00","11904","12054","n/e","n/e","1819","1884"
"10.07.2022 12:00 - 10.07.2022 12:15","12015","11898","n/e","n/e","1829","1776"
"10.07.2022 12:15 - 10.07.2022 12:30","12105","11988","n/e","n/e","1859","1821"
"10.07.2022 12:30 - 10.07.2022 12:45","12188","12066","n/e","n/e","1897","1869"
"10.07.2022 12:45 - 10.07.2022 13:00","12260","12131","n/e","n/e","1942","1922"
"10.07.2022 13:00 - 10.07.2022 13:15","12351","12211","n/e","n/e","1989","1932"
"10.07.2022 13:15 - 10.07.2022 13:30","12396","12241","n/e","n/e","2042","1992"
"10.07.2022 13:30 - 10.07.2022 13:45","12425","12258","n/e","n/e","2097","2056"
"10.07.2022 13:45 - 10.07.2022 14:00","12439","12264","n/e","n/e","2154","2126"
"10.07.2022 14:00 - 10.07.2022 14:15","12464","11895","n/e","n/e","2209","2269"
"10.07.2022 14:15 - 10.07.2022 14:30","12450","11886","n/e","n/e","2274","2342"
"10.07.2022 14:30 - 10.07.2022 14:45","12424","11870","n/e","n/e","2343","2417"
"10.07.2022 14:45 - 10.07.2022 15:00","12385","11845","n/e","n/e","2417","2494"
"10.07.2022 15:00 - 10.07.2022 15:15","12365","11775","n/e","n/e","2494","2590"
"10.07.2022 15:15 - 10.07.2022 15:30","12294","11726","n/e","n/e","2574","2672"
"10.07.2022 15:30 - 10.07.2022 15:45","12205","11660","n/e","n/e","2656","2754"
"10.07.2022 15:45 - 10.07.2022 16:00","12099","11578","n/e","n/e","2739","2839"
"10.07.2022 16:00 - 10.07.2022 16:15","12013","11515","n/e","n/e","2828","2903"
"10.07.2022 16:15 - 10.07.2022 16:30","11872","11426","n/e","n/e","2911","2998"
"10.07.2022 16:30 - 10.07.2022 16:45","11714","11318","n/e","n/e","2993","3094"
"10.07.2022 16:45 - 10.07.2022 17:00","11539","11187","n/e","n/e","3075","3193"
"10.07.2022 17:00 - 10.07.2022 17:15","11393","10997","n/e","n/e","3156","3303"
"10.07.2022 17:15 - 10.07.2022 17:30","11180","10811","n/e","n/e","3243","3397"
"10.07.2022 17:30 - 10.07.2022 17:45","10948","10595","n/e","n/e","3335","3493"
"10.07.2022 17:45 - 10.07.2022 18:00","10692","10351","n/e","n/e","3432","3594"
"10.07.2022 18:00 - 10.07.2022 18:15","10524","10102","n/e","n/e","3528","3578"
"10.07.2022 18:15 - 10.07.2022 18:30","10203","9841","n/e","n/e","3639","3687"
"10.07.2022 18:30 - 10.07.2022 18:45","9839","9520","n/e","n/e","3757","3800"
"10.07.2022 18:45 - 10.07.2022 19:00","9397","9100","n/e","n/e","3883","3918"
"10.07.2022 19:00 - 10.07.2022 19:15","9314","9260","n/e","n/e","4012","4007"
"10.07.2022 19:15 - 10.07.2022 19:30","8554","8335","n/e","n/e","4150","4146"
"10.07.2022 19:30 - 10.07.2022 19:45","7598","7271","n/e","n/e","4293","4292"
"10.07.2022 19:45 - 10.07.2022 20:00","6513","6142","n/e","n/e","4443","4442"
"10.07.2022 20:00 - 10.07.2022 20:15","5608","5271","n/e","n/e","4599","4577"
"10.07.2022 20:15 - 10.07.2022 20:30","4482","4258","n/e","n/e","4762","4736"
"10.07.2022 20:30 - 10.07.2022 20:45","3484","3340","n/e","n/e","4932","4894"
"10.07.2022 20:45 - 10.07.2022 21:00","2635","2537","n/e","n/e","5105","5047"
"10.07.2022 21:00 - 10.07.2022 21:15","1946","1896","n/e","n/e","5307","5213"
"10.07.2022 21:15 - 10.07.2022 21:30","1413","1418","n/e","n/e","5466","5355"
"10.07.2022 21:30 - 10.07.2022 21:45","1047","1075","n/e","n/e","5610","5491"
"10.07.2022 21:45 - 10.07.2022 22:00","820","846","n/e","n/e","5737","5619"
"10.07.2022 22:00 - 10.07.2022 22:15","645","625","n/e","n/e","5889","5664"
"10.07.2022 22:15 - 10.07.2022 22:30","608","597","n/e","n/e","5977","5774"
"10.07.2022 22:30 - 10.07.2022 22:45","592","586","n/e","n/e","6043","5870"
"10.07.2022 22:45 - 10.07.2022 23:00","587","583","n/e","n/e","6093","5952"
"10.07.2022 23:00 - 10.07.2022 23:15","597","582","n/e","n/e","6137","5854"
"10.07.2022 23:15 - 10.07.2022 23:30","592","577","n/e","n/e","6177","5937"
"10.07.2022 23:30 - 10.07.2022 23:45","577","571","n/e","n/e","6220","6009"
"10.07.2022 23:45 - 11.07.2022 00:00","555","565","n/e","n/e","6265","6067"
"11.07.2022 00:00 - 11.07.2022 00:15","541","581","n/e","n/e","6434","6089"
"11.07.2022 00:15 - 11.07.2022 00:30","524","576","n/e","n/e","6424","6125"
"11.07.2022 00:30 - 11.07.2022 00:45","517","571","n/e","n/e","6408","6144"
"11.07.2022 00:45 - 11.07.2022 01:00","517","566","n/e","n/e","6381","6142"
"11.07.2022 01:00 - 11.07.2022 01:15","521","587","n/e","n/e","6384","6494"
"11.07.2022 01:15 - 11.07.2022 01:30","524","581","n/e","n/e","6319","6426"
"11.07.2022 01:30 - 11.07.2022 01:45","526","573","n/e","n/e","6230","6333"
"11.07.2022 01:45 - 11.07.2022 02:00","526","565","n/e","n/e","6118","6222"
"11.07.2022 02:00 - 11.07.2022 02:15","525","574","n/e","n/e","6013","5906"
"11.07.2022 02:15 - 11.07.2022 02:30","523","569","n/e","n/e","5874","5787"
"11.07.2022 02:30 - 11.07.2022 02:45","522","564","n/e","n/e","5729","5668"
"11.07.2022 02:45 - 11.07.2022 03:00","521","560","n/e","n/e","5581","5547"
"11.07.2022 03:00 - 11.07.2022 03:15","520","582","n/e","n/e","5436","5454"
"11.07.2022 03:15 - 11.07.2022 03:30","519","574","n/e","n/e","5287","5308"
"11.07.2022 03:30 - 11.07.2022 03:45","518","565","n/e","n/e","5140","5163"
"11.07.2022 03:45 - 11.07.2022 04:00","516","555","n/e","n/e","4998","5019"
"11.07.2022 04:00 - 11.07.2022 04:15","513","548","n/e","n/e","4853","4846"
"11.07.2022 04:15 - 11.07.2022 04:30","515","547","n/e","n/e","4724","4707"
"11.07.2022 04:30 - 11.07.2022 04:45","518","546","n/e","n/e","4603","4556"
"11.07.2022 04:45 - 11.07.2022 05:00","520","540","n/e","n/e","4491","4402"
"11.07.2022 05:00 - 11.07.2022 05:15","535","566","n/e","n/e","4376","4191"
"11.07.2022 05:15 - 11.07.2022 05:30","524","528","n/e","n/e","4280","4083"
"11.07.2022 05:30 - 11.07.2022 05:45","502","481","n/e","n/e","4192","3977"
"11.07.2022 05:45 - 11.07.2022 06:00","471","430","n/e","n/e","4111","3876"
"11.07.2022 06:00 - 11.07.2022 06:15","447","390","n/e","n/e","4032","3704"
"11.07.2022 06:15 - 11.07.2022 06:30","407","346","n/e","n/e","3960","3647"
"11.07.2022 06:30 - 11.07.2022 06:45","371","317","n/e","n/e","3891","3594"
"11.07.2022 06:45 - 11.07.2022 07:00","352","308","n/e","n/e","3820","3540"
"11.07.2022 07:00 - 11.07.2022 07:15","484","480","n/e","n/e","3768","3358"
"11.07.2022 07:15 - 11.07.2022 07:30","664","714","n/e","n/e","3684","3299"
"11.07.2022 07:30 - 11.07.2022 07:45","971","1053","n/e","n/e","3589","3227"
"11.07.2022 07:45 - 11.07.2022 08:00","1407","1501","n/e","n/e","3481","3142"
"11.07.2022 08:00 - 11.07.2022 08:15","2566","2551","n/e","n/e","3395","3060"
"11.07.2022 08:15 - 11.07.2022 08:30","3419","3428","n/e","n/e","3256","2935"
"11.07.2022 08:30 - 11.07.2022 08:45","4343","4363","n/e","n/e","3102","2801"
"11.07.2022 08:45 - 11.07.2022 09:00","5289","5306","n/e","n/e","2942","2666"
"11.07.2022 09:00 - 11.07.2022 09:15","6911","6913","n/e","n/e","2766","2444"
