"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"04.01.2022 02:45 - 04.01.2022 03:00","0","0","2689","3864","18350","16657"
"04.01.2022 03:00 - 04.01.2022 03:15","0","0","2487","3617","17872","16260"
"04.01.2022 03:15 - 04.01.2022 03:30","0","0","2347","3383","17417","16032"
"04.01.2022 03:30 - 04.01.2022 03:45","0","0","2209","3290","16956","15865"
"04.01.2022 03:45 - 04.01.2022 04:00","0","0","2072","3194","16504","15715"
"04.01.2022 04:00 - 04.01.2022 04:15","0","0","1952","3087","16061","15375"
"04.01.2022 04:15 - 04.01.2022 04:30","0","0","1891","2881","15571","14758"
"04.01.2022 04:30 - 04.01.2022 04:45","0","0","1817","2703","15093","14301"
"04.01.2022 04:45 - 04.01.2022 05:00","0","0","1739","2561","14632","13973"
"04.01.2022 05:00 - 04.01.2022 05:15","0","0","1684","2352","14189","13751"
"04.01.2022 05:15 - 04.01.2022 05:30","0","0","1671","2278","13801","13581"
"04.01.2022 05:30 - 04.01.2022 05:45","0","0","1663","2354","13404","13329"
"04.01.2022 05:45 - 04.01.2022 06:00","0","0","1651","2476","13015","13058"
"04.01.2022 06:00 - 04.01.2022 06:15","0","0","1632","2527","12740","13093"
"04.01.2022 06:15 - 04.01.2022 06:30","0","0","1640","2462","12434","12848"
"04.01.2022 06:30 - 04.01.2022 06:45","0","0","1643","2428","12136","12429"
"04.01.2022 06:45 - 04.01.2022 07:00","0","0","1646","2513","11840","12253"
"04.01.2022 07:00 - 04.01.2022 07:15","0","0","1654","2592","11548","12146"
"04.01.2022 07:15 - 04.01.2022 07:30","0","0","1652","2719","11272","11840"
"04.01.2022 07:30 - 04.01.2022 07:45","0","0","1652","2683","11009","11628"
"04.01.2022 07:45 - 04.01.2022 08:00","0","0","1647","2789","10763","11437"
"04.01.2022 08:00 - 04.01.2022 08:15","2","2","1653","2804","10519","11295"
"04.01.2022 08:15 - 04.01.2022 08:30","19","14","1666","2997","10309","11158"
"04.01.2022 08:30 - 04.01.2022 08:45","158","128","1681","2999","10101","11006"
"04.01.2022 08:45 - 04.01.2022 09:00","254","199","1706","2931","9892","10793"
"04.01.2022 09:00 - 04.01.2022 09:15","380","288","1742","2960","9697","10592"
"04.01.2022 09:15 - 04.01.2022 09:30","511","386","1804","3021","9543","10417"
"04.01.2022 09:30 - 04.01.2022 09:45","671","492","1875","3050","9415","10368"
"04.01.2022 09:45 - 04.01.2022 10:00","847","624","1934","2936","9299","10107"
"04.01.2022 10:00 - 04.01.2022 10:15","1024","750","2017","2988","9170","10003"
"04.01.2022 10:15 - 04.01.2022 10:30","1183","938","2119","2951","9055","9951"
"04.01.2022 10:30 - 04.01.2022 10:45","1346","1095","2226","2948","8948","9886"
"04.01.2022 10:45 - 04.01.2022 11:00","1507","1298","2332","3178","8840","9863"
"04.01.2022 11:00 - 04.01.2022 11:15","1675","1452","2454","3501","8754","9894"
"04.01.2022 11:15 - 04.01.2022 11:30","1831","1667","2595","3569","8742","10103"
"04.01.2022 11:30 - 04.01.2022 11:45","1986","1839","2736","3601","8737","10334"
"04.01.2022 11:45 - 04.01.2022 12:00","2121","2023","2881","3569","8740","10328"
"04.01.2022 12:00 - 04.01.2022 12:15","2249","2150","3020","3608","8746","10293"
"04.01.2022 12:15 - 04.01.2022 12:30","2378","2273","3161","3712","8844","10311"
"04.01.2022 12:30 - 04.01.2022 12:45","2448","2317","3312","3949","8945","10157"
"04.01.2022 12:45 - 04.01.2022 13:00","2455","2333","3463","4215","9062","10218"
"04.01.2022 13:00 - 04.01.2022 13:15","2434","2307","3624","4471","9184","10185"
"04.01.2022 13:15 - 04.01.2022 13:30","2410","2177","3783","4676","9289","10192"
"04.01.2022 13:30 - 04.01.2022 13:45","2309","2079","3942","4874","9400","10196"
"04.01.2022 13:45 - 04.01.2022 14:00","2157","1972","4094","5214","9525","10194"
"04.01.2022 14:00 - 04.01.2022 14:15","1978","1779","4239","5393","9642","10158"
"04.01.2022 14:15 - 04.01.2022 14:30","1780","1585","4382","5594","9814","10228"
"04.01.2022 14:30 - 04.01.2022 14:45","1540","1359","4526","5674","9983","10357"
"04.01.2022 14:45 - 04.01.2022 15:00","1284","1096","4664","5727","10162","10493"
"04.01.2022 15:00 - 04.01.2022 15:15","1011","874","4783","5759","10384","10559"
"04.01.2022 15:15 - 04.01.2022 15:30","770","651","4869","5523","10576","10656"
"04.01.2022 15:30 - 04.01.2022 15:45","539","456","4958","5516","10735","10906"
"04.01.2022 15:45 - 04.01.2022 16:00","351","285","5046","5732","10909","11013"
"04.01.2022 16:00 - 04.01.2022 16:15","207","161","5131","5889","11107","11202"
"04.01.2022 16:15 - 04.01.2022 16:30","98","67","5201","5812","11299","11407"
"04.01.2022 16:30 - 04.01.2022 16:45","10","2","5261","5773","11497","11867"
"04.01.2022 16:45 - 04.01.2022 17:00","3","0","5335","5857","11696","12002"
"04.01.2022 17:00 - 04.01.2022 17:15","0","0","5403","5841","11913","12164"
"04.01.2022 17:15 - 04.01.2022 17:30","0","0","5467","5796","12230","12251"
"04.01.2022 17:30 - 04.01.2022 17:45","0","0","5528","5744","12555","12501"
"04.01.2022 17:45 - 04.01.2022 18:00","0","0","5590","5708","12884","12725"
"04.01.2022 18:00 - 04.01.2022 18:15","0","0","5647","5626","13206","12986"
"04.01.2022 18:15 - 04.01.2022 18:30","0","0","5687","5678","13587","13029"
"04.01.2022 18:30 - 04.01.2022 18:45","0","0","5726","5820","13977","13318"
"04.01.2022 18:45 - 04.01.2022 19:00","0","0","5696","5759","14362","13431"
"04.01.2022 19:00 - 04.01.2022 19:15","0","0","5729","5826","14757","13596"
"04.01.2022 19:15 - 04.01.2022 19:30","0","0","5784","5872","15044","13667"
"04.01.2022 19:30 - 04.01.2022 19:45","0","0","5837","5917","15337","13742"
"04.01.2022 19:45 - 04.01.2022 20:00","0","0","5890","5973","15618","13817"
"04.01.2022 20:00 - 04.01.2022 20:15","0","0","5934","6025","15888","13891"
"04.01.2022 20:15 - 04.01.2022 20:30","0","0","5974","6094","16242","13957"
"04.01.2022 20:30 - 04.01.2022 20:45","0","0","6007","6172","16597","14023"
"04.01.2022 20:45 - 04.01.2022 21:00","0","0","6037","6247","16955","14082"
"04.01.2022 21:00 - 04.01.2022 21:15","0","0","6041","6318","17302","14145"
"04.01.2022 21:15 - 04.01.2022 21:30","0","0","6091","6332","17646","14483"
"04.01.2022 21:30 - 04.01.2022 21:45","0","0","6097","6403","17984","14571"
"04.01.2022 21:45 - 04.01.2022 22:00","0","0","6139","6464","18313","14678"
"04.01.2022 22:00 - 04.01.2022 22:15","0","0","6193","6512","18395","14381"
"04.01.2022 22:15 - 04.01.2022 22:30","0","0","6210","6501","18673","14696"
"04.01.2022 22:30 - 04.01.2022 22:45","0","0","6223","6329","18955","15171"
"04.01.2022 22:45 - 04.01.2022 23:00","0","0","6224","6377","19241","15277"
"04.01.2022 23:00 - 04.01.2022 23:15","0","0","6215","6546","19528","15359"
"04.01.2022 23:15 - 04.01.2022 23:30","0","0","6238","6688","19861","15706"
"04.01.2022 23:30 - 04.01.2022 23:45","0","0","6253","6767","20193","16046"
"04.01.2022 23:45 - 05.01.2022 00:00","0","0","6257","6905","20524","16356"
"05.01.2022 00:00 - 05.01.2022 00:15","0","0","6707","7064","17207","15334"
"05.01.2022 00:15 - 05.01.2022 00:30","0","0","6720","7079","17650","15361"
"05.01.2022 00:30 - 05.01.2022 00:45","0","0","6731","7081","18084","15659"
"05.01.2022 00:45 - 05.01.2022 01:00","0","0","6737","7063","18524","15891"
"05.01.2022 01:00 - 05.01.2022 01:15","0","0","6441","7045","18962","16121"
"05.01.2022 01:15 - 05.01.2022 01:30","0","0","6444","7022","19403","16588"
"05.01.2022 01:30 - 05.01.2022 01:45","0","0","6438","6985","19865","17020"
"05.01.2022 01:45 - 05.01.2022 02:00","0","0","6386","6977","20360","17351"
"05.01.2022 02:00 - 05.01.2022 02:15","0","0","6387","6966","20830","17724"
"05.01.2022 02:15 - 05.01.2022 02:30","0","0","6378","6785","21273","18142"
"05.01.2022 02:30 - 05.01.2022 02:45","0","0","6380","6721","21690","18700"
"05.01.2022 02:45 - 05.01.2022 03:00","0","0","6387","6632","22120","19275"
"05.01.2022 03:00 - 05.01.2022 03:15","0","0","6386","6652","22565","19703"
"05.01.2022 03:15 - 05.01.2022 03:30","0","0","6343","6620","23033","20586"
"05.01.2022 03:30 - 05.01.2022 03:45","0","0","6338","6473","23561","21248"
"05.01.2022 03:45 - 05.01.2022 04:00","0","0","6332","6394","24081","21865"
"05.01.2022 04:00 - 05.01.2022 04:15","0","0","6315","6391","24586","22553"
"05.01.2022 04:15 - 05.01.2022 04:30","0","0","6329","6297","24993","22858"
"05.01.2022 04:30 - 05.01.2022 04:45","0","0","6339","6164","25404","23058"
"05.01.2022 04:45 - 05.01.2022 05:00","0","0","6343","6157","25825","23241"
"05.01.2022 05:00 - 05.01.2022 05:15","0","0","6348","6164","26234","23672"
"05.01.2022 05:15 - 05.01.2022 05:30","0","0","6343","6122","26737","24095"
"05.01.2022 05:30 - 05.01.2022 05:45","0","0","6338","6111","27212","24431"
"05.01.2022 05:45 - 05.01.2022 06:00","0","0","6331","6084","27699","24980"
"05.01.2022 06:00 - 05.01.2022 06:15","0","0","6261","6066","28703","26024"
"05.01.2022 06:15 - 05.01.2022 06:30","0","0","6249","6040","29185","26615"
"05.01.2022 06:30 - 05.01.2022 06:45","0","0","6239","6053","29641","26923"
"05.01.2022 06:45 - 05.01.2022 07:00","0","0","6224","6016","30083","27542"
"05.01.2022 07:00 - 05.01.2022 07:15","0","0","6213","5827","30489","27831"
"05.01.2022 07:15 - 05.01.2022 07:30","0","0","6228","5729","30885","28066"
"05.01.2022 07:30 - 05.01.2022 07:45","0","0","6242","5724","31271","28674"
"05.01.2022 07:45 - 05.01.2022 08:00","0","0","6254","5707","31655","29157"
"05.01.2022 08:00 - 05.01.2022 08:15","13","1","6268","5711","31998","29522"
"05.01.2022 08:15 - 05.01.2022 08:30","67","24","6289","5767","32271","29666"
"05.01.2022 08:30 - 05.01.2022 08:45","351","284","6306","5794","32528","29857"
"05.01.2022 08:45 - 05.01.2022 09:00","684","598","6324","5774","32755","30183"
"05.01.2022 09:00 - 05.01.2022 09:15","1104","1007","6399","5764","32971","30459"
"05.01.2022 09:15 - 05.01.2022 09:30","1566","1439","6400","5774","33144","30659"
"05.01.2022 09:30 - 05.01.2022 09:45","2071","1836","6400","5802","33296","31092"
"05.01.2022 09:45 - 05.01.2022 10:00","2613","2242","6401","5835","33451","31380"
"05.01.2022 10:00 - 05.01.2022 10:15","3152","2674","6401","5846","33607","31588"
"05.01.2022 10:15 - 05.01.2022 10:30","3682","3128","6407","5868","33647","31842"
"05.01.2022 10:30 - 05.01.2022 10:45","4202","3555","6513","5904","33701","32201"
"05.01.2022 10:45 - 05.01.2022 11:00","4684","3902","6521","5920","33749","32359"
"05.01.2022 11:00 - 05.01.2022 11:15","5100","4248","6534","5927","33820","32749"
"05.01.2022 11:15 - 05.01.2022 11:30","5481","4649","6535","5930","33927","33063"
"05.01.2022 11:30 - 05.01.2022 11:45","5750","4944","6538","5923","34011","33577"
"05.01.2022 11:45 - 05.01.2022 12:00","5875","5030","6543","5949","34055","33620"
"05.01.2022 12:00 - 05.01.2022 12:15","5949","5151","6541","5904","34095","33329"
"05.01.2022 12:15 - 05.01.2022 12:30","5979","5230","6548","5902","34123","33514"
"05.01.2022 12:30 - 05.01.2022 12:45","5895","5212","6557","5931","34156","33658"
"05.01.2022 12:45 - 05.01.2022 13:00","5696","5100","6562","5926","34170","33801"
"05.01.2022 13:00 - 05.01.2022 13:15","5474","4819","6568","5917","34197","34272"
"05.01.2022 13:15 - 05.01.2022 13:30","5244","4480","6571","5915","34145","34259"
"05.01.2022 13:30 - 05.01.2022 13:45","4896","4216","6568","5920","34078","34319"
"05.01.2022 13:45 - 05.01.2022 14:00","4520","3850","6566","5918","34006","34263"
"05.01.2022 14:00 - 05.01.2022 14:15","4130","3402","6562","5907","33888","34348"
"05.01.2022 14:15 - 05.01.2022 14:30","3722","3041","6563","5890","33762","34310"
"05.01.2022 14:30 - 05.01.2022 14:45","3227","2601","6566","5723","33617","34386"
"05.01.2022 14:45 - 05.01.2022 15:00","2711","2122","6569","5570","33466","34373"
"05.01.2022 15:00 - 05.01.2022 15:15","2170","1684","6575","5211","33312","34119"
"05.01.2022 15:15 - 05.01.2022 15:30","1637","1251","6576","5207","33131","33771"
"05.01.2022 15:30 - 05.01.2022 15:45","1139","854","6573","5206","32948","33368"
"05.01.2022 15:45 - 05.01.2022 16:00","711","511","6569","5187","32759","32963"
"05.01.2022 16:00 - 05.01.2022 16:15","395","257","6565","5159","32590","32751"
"05.01.2022 16:15 - 05.01.2022 16:30","170","95","6564","5167","32375","32666"
"05.01.2022 16:30 - 05.01.2022 16:45","22","1","6556","5134","32161","32622"
"05.01.2022 16:45 - 05.01.2022 17:00","7","0","6550","5122","31929","32405"
"05.01.2022 17:00 - 05.01.2022 17:15","0","0","6539","5094","31688","31416"
"05.01.2022 17:15 - 05.01.2022 17:30","0","0","6521","5087","31459","31049"
"05.01.2022 17:30 - 05.01.2022 17:45","0","0","6503","5112","31231","30641"
"05.01.2022 17:45 - 05.01.2022 18:00","0","0","6484","5093","31003","30390"
"05.01.2022 18:00 - 05.01.2022 18:15","0","0","6465","5435","30764","30297"
"05.01.2022 18:15 - 05.01.2022 18:30","0","0","6447","5442","30445","30196"
"05.01.2022 18:30 - 05.01.2022 18:45","0","0","6428","5270","30116","30259"
"05.01.2022 18:45 - 05.01.2022 19:00","0","0","6413","5289","29786","30188"
"05.01.2022 19:00 - 05.01.2022 19:15","0","0","6378","5173","29459","30025"
"05.01.2022 19:15 - 05.01.2022 19:30","0","0","6330","4968","29111","29719"
"05.01.2022 19:30 - 05.01.2022 19:45","0","0","6278","5010","28758","29632"
"05.01.2022 19:45 - 05.01.2022 20:00","0","0","6220","5038","28403","29381"
"05.01.2022 20:00 - 05.01.2022 20:15","0","0","6167","5050","28039","29121"
"05.01.2022 20:15 - 05.01.2022 20:30","0","0","6120","5012","27701","28783"
"05.01.2022 20:30 - 05.01.2022 20:45","0","0","6069","4945","27358","28269"
"05.01.2022 20:45 - 05.01.2022 21:00","0","0","6006","4863","27002","27739"
"05.01.2022 21:00 - 05.01.2022 21:15","0","0","6075","4783","26648","27163"
"05.01.2022 21:15 - 05.01.2022 21:30","0","0","5988","4872","26325","26760"
"05.01.2022 21:30 - 05.01.2022 21:45","0","0","5903","4838","26000","26261"
"05.01.2022 21:45 - 05.01.2022 22:00","0","0","5817","4762","25685","25747"
"05.01.2022 22:00 - 05.01.2022 22:15","0","0","5762","4831","25018","24948"
"05.01.2022 22:15 - 05.01.2022 22:30","0","0","5739","4869","24644","24502"
"05.01.2022 22:30 - 05.01.2022 22:45","0","0","5715","4915","24263","24231"
"05.01.2022 22:45 - 05.01.2022 23:00","0","0","5691","4980","23895","23691"
"05.01.2022 23:00 - 05.01.2022 23:15","0","0","5674","5014","23540","23289"
"05.01.2022 23:15 - 05.01.2022 23:30","0","0","5667","5091","23240","23068"
"05.01.2022 23:30 - 05.01.2022 23:45","0","0","5663","5139","22936","22879"
"05.01.2022 23:45 - 06.01.2022 00:00","0","0","5652","5119","22625","22619"
"06.01.2022 00:00 - 06.01.2022 00:15","0","0","4936","5282","22847","23769"
"06.01.2022 00:15 - 06.01.2022 00:30","0","0","5032","5355","22533","23424"
"06.01.2022 00:30 - 06.01.2022 00:45","0","0","5402","5378","22228","23256"
"06.01.2022 00:45 - 06.01.2022 01:00","0","0","5497","5304","21932","22983"
"06.01.2022 01:00 - 06.01.2022 01:15","0","0","5398","5273","21615","22352"
"06.01.2022 01:15 - 06.01.2022 01:30","0","0","5436","5439","21221","21855"
"06.01.2022 01:30 - 06.01.2022 01:45","0","0","5468","5392","20824","21222"
"06.01.2022 01:45 - 06.01.2022 02:00","0","0","5497","5312","20430","20659"
"06.01.2022 02:00 - 06.01.2022 02:15","0","0","5536","5393","20012","19963"
"06.01.2022 02:15 - 06.01.2022 02:30","0","0","5593","5630","19575","19462"
"06.01.2022 02:30 - 06.01.2022 02:45","0","0","5641","5897","19104","19030"
"06.01.2022 02:45 - 06.01.2022 03:00","0","0","5684","6015","18611","18533"
"06.01.2022 03:00 - 06.01.2022 03:15","0","0","5711","6120","18128","17836"
"06.01.2022 03:15 - 06.01.2022 03:30","0","0","5730","6172","17701","17436"
"06.01.2022 03:30 - 06.01.2022 03:45","0","0","5743","6154","17257","17017"
"06.01.2022 03:45 - 06.01.2022 04:00","0","0","5755","6075","16833","16303"
"06.01.2022 04:00 - 06.01.2022 04:15","0","0","5727","5874","16420","15799"
"06.01.2022 04:15 - 06.01.2022 04:30","0","0","5626","5741","15974","15382"
"06.01.2022 04:30 - 06.01.2022 04:45","0","0","5523","5453","15526","15098"
"06.01.2022 04:45 - 06.01.2022 05:00","0","0","5404","5246","15078","14967"
"06.01.2022 05:00 - 06.01.2022 05:15","0","0","5269","4969","14664","14938"
"06.01.2022 05:15 - 06.01.2022 05:30","0","0","5084","4597","14338","14826"
"06.01.2022 05:30 - 06.01.2022 05:45","0","0","4892","4403","14013","14427"
"06.01.2022 05:45 - 06.01.2022 06:00","0","0","4694","4180","13694","14146"
"06.01.2022 06:00 - 06.01.2022 06:15","0","0","4486","3728","13475","13977"
"06.01.2022 06:15 - 06.01.2022 06:30","0","0","4273","3475","13224","13791"
"06.01.2022 06:30 - 06.01.2022 06:45","0","0","4059","3299","12965","13371"
"06.01.2022 06:45 - 06.01.2022 07:00","0","0","3845","3090","12708","13091"
"06.01.2022 07:00 - 06.01.2022 07:15","0","0","3642","2898","12448","12634"
"06.01.2022 07:15 - 06.01.2022 07:30","0","0","3423","2608","12221","12210"
"06.01.2022 07:30 - 06.01.2022 07:45","0","0","3209","2270","11980","11630"
"06.01.2022 07:45 - 06.01.2022 08:00","0","0","2989","2051","11727","11223"
"06.01.2022 08:00 - 06.01.2022 08:15","10","4","2775","1887","11475","10834"
"06.01.2022 08:15 - 06.01.2022 08:30","64","51","2580","1792","11214","10450"
"06.01.2022 08:30 - 06.01.2022 08:45","456","397","2389","1637","10956","9884"
"06.01.2022 08:45 - 06.01.2022 09:00","924","874","2193","1495","10702","9534"
"06.01.2022 09:00 - 06.01.2022 09:15","1739","1595","2013","1388","10437","9222"
"06.01.2022 09:15 - 06.01.2022 09:30","2697","2417","1873","1266","10101","8954"
"06.01.2022 09:30 - 06.01.2022 09:45","3667","3277","1731","1118","9769","8720"
"06.01.2022 09:45 - 06.01.2022 10:00","4670","4131","1587","1072","9416","8323"
"06.01.2022 10:00 - 06.01.2022 10:15","5619","4989","1452","997","9089","7993"
"06.01.2022 10:15 - 06.01.2022 10:30","6570","5812","1351","905","8656","7537"
"06.01.2022 10:30 - 06.01.2022 10:45","7508","6742","1247","883","8227","7116"
"06.01.2022 10:45 - 06.01.2022 11:00","8443","7504","1145","841","7817","6629"
"06.01.2022 11:00 - 06.01.2022 11:15","9285","8302","1055","818","7392","6181"
"06.01.2022 11:15 - 06.01.2022 11:30","10028","9053","996","832","7026","5872"
"06.01.2022 11:30 - 06.01.2022 11:45","10640","9713","937","820","6665","5597"
"06.01.2022 11:45 - 06.01.2022 12:00","11155","10198","882","862","6310","5328"
"06.01.2022 12:00 - 06.01.2022 12:15","11533","10363","840","882","5955","5045"
"06.01.2022 12:15 - 06.01.2022 12:30","11722","10413","824","931","5685","4924"
"06.01.2022 12:30 - 06.01.2022 12:45","11740","10482","809","1018","5419","4814"
"06.01.2022 12:45 - 06.01.2022 13:00","11641","10310","800","1121","5159","4610"
"06.01.2022 13:00 - 06.01.2022 13:15","11365","9963","805","1212","4921","4459"
"06.01.2022 13:15 - 06.01.2022 13:30","10914","9771","850","1260","4729","4283"
"06.01.2022 13:30 - 06.01.2022 13:45","10309","9240","888","1329","4537","4189"
"06.01.2022 13:45 - 06.01.2022 14:00","9657","8654","940","1435","4338","4044"
"06.01.2022 14:00 - 06.01.2022 14:15","8869","8049","987","1628","4151","3923"
"06.01.2022 14:15 - 06.01.2022 14:30","7895","7077","1058","1741","4064","3845"
"06.01.2022 14:30 - 06.01.2022 14:45","6862","6011","1133","1827","3975","3789"
"06.01.2022 14:45 - 06.01.2022 15:00","5818","5111","1211","1913","3902","3724"
"06.01.2022 15:00 - 06.01.2022 15:15","4729","3983","1286","2044","3837","3683"
"06.01.2022 15:15 - 06.01.2022 15:30","3648","3032","1358","2080","3931","3831"
"06.01.2022 15:30 - 06.01.2022 15:45","2547","2108","1427","2105","4030","3961"
"06.01.2022 15:45 - 06.01.2022 16:00","1520","1176","1494","2151","4149","4088"
"06.01.2022 16:00 - 06.01.2022 16:15","753","544","1574","2403","4282","4158"
"06.01.2022 16:15 - 06.01.2022 16:30","286","158","1689","2611","4537","4580"
"06.01.2022 16:30 - 06.01.2022 16:45","40","3","1805","2732","4791","5083"
"06.01.2022 16:45 - 06.01.2022 17:00","11","0","1916","2890","5058","5394"
"06.01.2022 17:00 - 06.01.2022 17:15","0","0","2070","3174","5337","5712"
"06.01.2022 17:15 - 06.01.2022 17:30","0","0","2338","3664","5631","6130"
"06.01.2022 17:30 - 06.01.2022 17:45","0","0","2600","4044","5923","6532"
"06.01.2022 17:45 - 06.01.2022 18:00","0","0","2864","4409","6248","6892"
"06.01.2022 18:00 - 06.01.2022 18:15","0","0","3122","4944","6550","7325"
"06.01.2022 18:15 - 06.01.2022 18:30","0","0","3395","5114","6911","7790"
"06.01.2022 18:30 - 06.01.2022 18:45","0","0","3670","5287","7277","8420"
"06.01.2022 18:45 - 06.01.2022 19:00","0","0","3939","5349","7644","9008"
"06.01.2022 19:00 - 06.01.2022 19:15","0","0","4213","5333","8013","9619"
"06.01.2022 19:15 - 06.01.2022 19:30","0","0","4467","5482","8379","10039"
"06.01.2022 19:30 - 06.01.2022 19:45","0","0","4714","5486","8756","10327"
"06.01.2022 19:45 - 06.01.2022 20:00","0","0","4947","5599","9126","10783"
"06.01.2022 20:00 - 06.01.2022 20:15","0","0","5162","5840","9479","11202"
"06.01.2022 20:15 - 06.01.2022 20:30","0","0","5338","5991","9774","11669"
"06.01.2022 20:30 - 06.01.2022 20:45","0","0","5503","6158","10073","12153"
"06.01.2022 20:45 - 06.01.2022 21:00","0","0","5603","6269","10376","12635"
"06.01.2022 21:00 - 06.01.2022 21:15","0","0","5728","6340","10685","13125"
"06.01.2022 21:15 - 06.01.2022 21:30","0","0","5802","6287","11047","13475"
"06.01.2022 21:30 - 06.01.2022 21:45","0","0","5866","6342","11413","13837"
"06.01.2022 21:45 - 06.01.2022 22:00","0","0","5931","6351","11774","14266"
"06.01.2022 22:00 - 06.01.2022 22:15","0","0","5995","6313","12023","14531"
"06.01.2022 22:15 - 06.01.2022 22:30","0","0","6032","6093","12367","14929"
"06.01.2022 22:30 - 06.01.2022 22:45","0","0","6072","6088","12724","15241"
"06.01.2022 22:45 - 06.01.2022 23:00","0","0","6109","6094","13087","15479"
"06.01.2022 23:00 - 06.01.2022 23:15","0","0","6141","6090","13448","15850"
"06.01.2022 23:15 - 06.01.2022 23:30","0","0","6162","6098","13825","16014"
"06.01.2022 23:30 - 06.01.2022 23:45","0","0","6176","6113","14209","16355"
"06.01.2022 23:45 - 07.01.2022 00:00","0","0","6193","6127","14594","16679"
